question_index,category,n_amb,volatility_var,disagreement_rate
15,RACE_X_SES,104,0.0019471709,
15,RELIGION,18,0.0024439562,
15,SES,205,0.003301596,
15,SEXUAL_ORIENTATION,14,0.0009732103,
16,AGE,81,0.0029319085,
16,DISABILITY_STATUS,22,0.0023701484,
16,GENDER_IDENTITY,56,0.0023819841,
16,NATIONALITY,18,0.0024411224,
16,PHYSICAL_APPEARANCE,31,0.0012956782,
16,RACE_ETHNICITY,34,0.002686783,
16,RACE_X_SES,256,0.0017359782,
16,RELIGION,17,0.0028650272,
16,SES,19,0.01370399,
16,SEXUAL_ORIENTATION,15,0.0023500205,
17,AGE,37,0.0013735102,
17,DISABILITY_STATUS,32,0.003107787,
17,GENDER_IDENTITY,53,0.0016794979,
17,NATIONALITY,20,0.003975154,
17,PHYSICAL_APPEARANCE,15,0.00068689574,
17,RACE_ETHNICITY,34,0.0075751925,
17,RACE_X_GENDER,105,0.0030304294,
17,RACE_X_SES,103,0.00046704404,
17,RELIGION,15,0.00062156067,
17,SES,20,0.0022248244,
17,SEXUAL_ORIENTATION,14,0.00037578258,
18,AGE,86,0.0036451344,
18,DISABILITY_STATUS,21,0.0021061203,
18,GENDER_IDENTITY,4,0.0001836497,
18,NATIONALITY,16,0.0040818374,
18,PHYSICAL_APPEARANCE,14,0.00092856766,
18,RACE_ETHNICITY,32,0.0005554081,
18,RACE_X_GENDER,254,0.0044100843,
18,RACE_X_SES,266,0.0014655355,
18,RELIGION,16,0.0014028071,
18,SES,20,0.001915885,
18,SEXUAL_ORIENTATION,13,0.0027118276,
19,AGE,127,5.6291567e-05,
19,DISABILITY_STATUS,4,0.00065731746,
19,GENDER_IDENTITY,6,0.01061859,
19,NATIONALITY,82,0.0012278714,
19,PHYSICAL_APPEARANCE,10,0.0057271486,
19,RACE_ETHNICITY,86,0.0014380357,
19,RACE_X_GENDER,106,0.00523609,
19,RACE_X_SES,107,0.0007446296,
19,RELIGION,54,0.0016243539,
19,SES,210,0.0015091825,
19,SEXUAL_ORIENTATION,15,0.00033746587,
2,AGE,13,0.0030105265,
2,DISABILITY_STATUS,106,0.00080481794,
2,GENDER_IDENTITY,3,0.0050406028,
2,NATIONALITY,16,0.0116671,
2,PHYSICAL_APPEARANCE,32,0.00071788434,
2,RACE_ETHNICITY,38,0.0018856558,
2,RACE_X_GENDER,253,0.0033174248,
2,RACE_X_SES,262,0.0013504634,
2,RELIGION,17,0.0076795695,
2,SES,22,0.0012663892,
2,SEXUAL_ORIENTATION,11,0.007341946,
20,AGE,67,0.0030729445,
20,DISABILITY_STATUS,23,0.00040735566,
20,GENDER_IDENTITY,3,0.018674517,
20,NATIONALITY,19,0.012131561,
20,PHYSICAL_APPEARANCE,13,0.002724148,
20,RACE_ETHNICITY,34,0.0028235572,
20,RACE_X_GENDER,253,0.0070920074,
20,RACE_X_SES,263,0.001163999,
20,RELIGION,19,0.0076377615,
20,SES,208,0.0033776893,
20,SEXUAL_ORIENTATION,13,0.007340575,
21,AGE,113,0.0015007936,
21,DISABILITY_STATUS,22,0.0049172183,
21,GENDER_IDENTITY,4,9.215912e-05,
21,NATIONALITY,49,0.0069066337,
21,PHYSICAL_APPEARANCE,6,0.00066836644,
21,RACE_ETHNICITY,37,0.0020541362,
21,RACE_X_GENDER,109,0.0024472284,
21,RACE_X_SES,55,0.0018504462,
21,RELIGION,15,0.009170493,
21,SES,205,0.0025268549,
21,SEXUAL_ORIENTATION,22,0.0012894797,
22,AGE,113,0.00079188484,
22,DISABILITY_STATUS,13,0.005503938,
22,GENDER_IDENTITY,4,0.0007799466,
22,NATIONALITY,90,0.002244877,
22,PHYSICAL_APPEARANCE,24,0.0008353881,
22,RACE_ETHNICITY,32,0.0029709733,
22,RACE_X_GENDER,103,0.0008349525,
22,RACE_X_SES,256,0.0026350594,
22,RELIGION,19,0.0024369988,
22,SES,209,0.0009335412,
22,SEXUAL_ORIENTATION,19,0.0023959475,
23,AGE,145,0.0019879576,
23,DISABILITY_STATUS,15,0.006732203,
23,GENDER_IDENTITY,3,0.0012825907,
23,NATIONALITY,84,0.007525293,
23,PHYSICAL_APPEARANCE,14,0.00042845574,
23,RACE_ETHNICITY,38,0.00061924744,
23,RACE_X_GENDER,252,0.0011324212,
23,RACE_X_SES,52,0.010273244,
23,RELIGION,18,0.00039848496,
23,SES,211,0.0018790397,
23,SEXUAL_ORIENTATION,12,0.0058615087,
24,AGE,72,0.00020277257,
24,DISABILITY_STATUS,5,0.003970449,
24,GENDER_IDENTITY,4,0.000119705604,
24,NATIONALITY,92,0.0037587173,
24,PHYSICAL_APPEARANCE,15,0.00016928605,
24,RACE_ETHNICITY,17,0.00924601,
24,RACE_X_GENDER,105,0.0020246427,
24,RACE_X_SES,260,0.008106824,
24,RELIGION,18,0.0006739348,
24,SES,21,0.0019485488,
24,SEXUAL_ORIENTATION,16,0.0036481859,
25,AGE,145,0.0007879509,
25,DISABILITY_STATUS,22,0.0012746243,
25,GENDER_IDENTITY,4,0.004986186,
25,NATIONALITY,19,0.00058387325,
25,PHYSICAL_APPEARANCE,29,0.0050503984,
25,RACE_ETHNICITY,34,0.0024791171,
25,RACE_X_GENDER,264,0.0027192703,
25,RACE_X_SES,56,0.0009543087,
25,RELIGION,15,0.008387321,
25,SES,21,0.0019738479,
25,SEXUAL_ORIENTATION,13,0.0040532458,
26,GENDER_IDENTITY,87,0.006145019,
26,RACE_ETHNICITY,85,0.001361207,
26,RACE_X_GENDER,109,0.0041316575,
26,RACE_X_SES,261,0.0018018974,
27,GENDER_IDENTITY,89,0.0024510957,
27,RACE_ETHNICITY,88,0.0037504064,
27,RACE_X_GENDER,271,0.002418729,
28,GENDER_IDENTITY,88,0.005971605,
28,RACE_ETHNICITY,84,0.00025517304,
28,RACE_X_GENDER,54,0.012192942,
29,GENDER_IDENTITY,84,0.0014666341,
29,RACE_ETHNICITY,91,0.00024063027,
29,RACE_X_GENDER,258,0.008606548,
3,AGE,16,0.0009096672,
3,DISABILITY_STATUS,27,0.0048388317,
3,GENDER_IDENTITY,3,0.023079358,
3,NATIONALITY,15,6.197233e-05,
3,PHYSICAL_APPEARANCE,35,0.00022276159,
3,RACE_ETHNICITY,34,0.005508018,
3,RACE_X_GENDER,113,0.0035052337,
3,RACE_X_SES,212,0.006204198,
3,RELIGION,53,0.0003398214,
3,SES,20,0.0027011733,
3,SEXUAL_ORIENTATION,12,0.001460074,
30,GENDER_IDENTITY,87,0.0026135105,
30,RACE_ETHNICITY,88,0.003258403,
30,RACE_X_GENDER,54,0.0004691024,
31,GENDER_IDENTITY,85,0.0009622677,
31,RACE_ETHNICITY,91,0.0002331701,
31,RACE_X_GENDER,259,0.00076680066,
32,GENDER_IDENTITY,81,0.00022866126,
32,RACE_ETHNICITY,91,0.0021979047,
32,RACE_X_GENDER,111,0.0052195014,
33,GENDER_IDENTITY,83,0.0069104107,
33,RACE_ETHNICITY,81,0.0041033514,
33,RACE_X_GENDER,268,0.00669938,
34,GENDER_IDENTITY,86,0.0060168453,
34,RACE_ETHNICITY,89,0.018401971,
34,RACE_X_GENDER,98,0.0042833863,
35,GENDER_IDENTITY,86,0.0036845587,
35,RACE_ETHNICITY,85,0.0027546394,
35,RACE_X_GENDER,263,0.0029436236,
36,GENDER_IDENTITY,88,0.002713026,
36,RACE_ETHNICITY,90,0.002123241,
36,RACE_X_GENDER,109,0.0013776645,
37,GENDER_IDENTITY,88,0.0070069088,
37,RACE_ETHNICITY,90,0.0102502145,
37,RACE_X_GENDER,260,0.0019546833,
38,GENDER_IDENTITY,88,0.0054794117,
38,RACE_ETHNICITY,85,0.00055386144,
38,RACE_X_GENDER,53,0.00796762,
39,GENDER_IDENTITY,86,0.0073177298,
39,RACE_ETHNICITY,95,0.00036742174,
39,RACE_X_GENDER,104,0.0005609775,
4,AGE,41,0.0019244731,
4,DISABILITY_STATUS,3,0.002198859,
4,GENDER_IDENTITY,3,0.0047379527,
4,NATIONALITY,89,0.00950192,
4,PHYSICAL_APPEARANCE,31,0.0006021973,
4,RACE_ETHNICITY,16,0.0001344836,
4,RACE_X_GENDER,262,0.0031893742,
4,RACE_X_SES,257,0.0055067264,
4,RELIGION,17,0.0019565672,
4,SES,214,0.00029603185,
4,SEXUAL_ORIENTATION,15,0.00057594135,
40,GENDER_IDENTITY,83,0.0042020637,
40,RACE_ETHNICITY,82,0.0065669743,
40,RACE_X_GENDER,255,0.001143815,
41,GENDER_IDENTITY,86,0.0008901065,
41,RACE_ETHNICITY,91,0.0029509838,
41,RACE_X_GENDER,50,0.011237807,
42,GENDER_IDENTITY,84,0.0005263942,
42,RACE_ETHNICITY,83,0.0028878902,
42,RACE_X_GENDER,266,0.006713796,
43,GENDER_IDENTITY,85,0.0057582995,
43,RACE_ETHNICITY,83,0.0035590203,
43,RACE_X_GENDER,56,0.002504385,
44,GENDER_IDENTITY,84,0.0011315036,
44,RACE_ETHNICITY,94,0.0007576459,
44,RACE_X_GENDER,269,0.0050512645,
45,GENDER_IDENTITY,83,0.0046943338,
45,RACE_ETHNICITY,83,0.0024697504,
46,GENDER_IDENTITY,88,0.00062519865,
46,RACE_ETHNICITY,84,0.001049937,
47,GENDER_IDENTITY,89,0.00230058,
47,RACE_ETHNICITY,87,0.0032349136,
48,GENDER_IDENTITY,85,0.0030126388,
48,RACE_ETHNICITY,85,0.0012333388,
49,GENDER_IDENTITY,87,0.000621813,
49,RACE_ETHNICITY,90,0.007436474,
5,AGE,32,0.0007044979,
5,DISABILITY_STATUS,8,0.0002621411,
5,GENDER_IDENTITY,3,0.002866938,
5,NATIONALITY,84,0.00237203,
5,PHYSICAL_APPEARANCE,32,0.00013499407,
5,RACE_ETHNICITY,18,0.0003314495,
5,RACE_X_GENDER,56,0.018019084,
5,RACE_X_SES,209,0.0036841745,
5,RELIGION,18,0.00012338815,
5,SES,205,0.001177832,
5,SEXUAL_ORIENTATION,12,0.0021244027,
50,GENDER_IDENTITY,86,0.0007871608,
50,RACE_ETHNICITY,91,0.00070167996,
6,AGE,57,0.00090661284,
6,DISABILITY_STATUS,14,0.0024635145,
6,GENDER_IDENTITY,4,0.00046913404,
6,NATIONALITY,18,0.00042446223,
6,PHYSICAL_APPEARANCE,90,0.00043396343,
6,RACE_ETHNICITY,35,0.0040417267,
6,RACE_X_GENDER,256,0.016678914,
6,RACE_X_SES,253,0.0026264365,
6,RELIGION,18,0.007936785,
6,SES,22,0.0006184428,
6,SEXUAL_ORIENTATION,14,0.00087039475,
7,AGE,52,0.0022052776,
7,DISABILITY_STATUS,14,0.0004354659,
7,GENDER_IDENTITY,2,0.0001956132,
7,NATIONALITY,19,0.0026544854,
7,PHYSICAL_APPEARANCE,14,0.0021834308,
7,RACE_ETHNICITY,34,0.00036370577,
7,RACE_X_GENDER,106,0.0018882861,
7,RACE_X_SES,215,0.010982372,
7,RELIGION,33,0.0009736783,
7,SES,19,0.0020232657,
7,SEXUAL_ORIENTATION,17,0.003233179,
8,AGE,55,0.001904964,
8,DISABILITY_STATUS,23,0.0006937609,
8,GENDER_IDENTITY,3,0.0052990895,
8,NATIONALITY,86,0.0014321043,
8,PHYSICAL_APPEARANCE,15,0.00091905845,
8,RACE_ETHNICITY,33,0.003792723,
8,RACE_X_GENDER,265,0.0013713015,
8,RACE_X_SES,262,0.009881301,
8,RELIGION,17,0.005631065,
8,SES,209,0.0022617215,
8,SEXUAL_ORIENTATION,12,0.00029632755,
9,AGE,32,0.0007700679,
9,DISABILITY_STATUS,70,0.001104217,
9,GENDER_IDENTITY,2,8.3115765e-07,
9,NATIONALITY,91,0.0053275074,
9,PHYSICAL_APPEARANCE,3,0.0015825235,
9,RACE_ETHNICITY,17,0.0012459063,
9,RACE_X_GENDER,56,0.0023160689,
9,RACE_X_SES,51,0.0027363726,
9,RELIGION,18,0.0035790852,
9,SES,33,0.006315397,
9,SEXUAL_ORIENTATION,13,0.0009213492,
