question_index,category,n_amb,volatility_var,disagreement_rate
14,RACE_ETHNICITY,31,0.0046134805,
14,RACE_X_GENDER,262,0.001501114,
14,RACE_X_SES,254,0.004015759,
14,RELIGION,20,0.00024989177,
14,SES,203,0.00032893708,
14,SEXUAL_ORIENTATION,14,0.0028773386,
15,AGE,31,0.00020627734,
15,DISABILITY_STATUS,14,8.907562e-05,
15,GENDER_IDENTITY,4,0.0045553795,
15,NATIONALITY,91,0.0010890579,
15,PHYSICAL_APPEARANCE,29,0.002106834,
15,RACE_ETHNICITY,19,0.006254091,
15,RACE_X_GENDER,50,0.008941188,
15,RACE_X_SES,104,0.0019471723,
15,RELIGION,18,0.0024439557,
15,SES,205,0.0033015995,
15,SEXUAL_ORIENTATION,14,0.0009732109,
16,AGE,81,0.0029319099,
16,DISABILITY_STATUS,22,0.0023701552,
16,GENDER_IDENTITY,56,0.002381984,
16,NATIONALITY,18,0.0024411287,
16,PHYSICAL_APPEARANCE,31,0.0012956769,
16,RACE_ETHNICITY,34,0.0026867844,
16,RACE_X_SES,256,0.0017359768,
16,RELIGION,17,0.0028650272,
16,SES,19,0.013703991,
16,SEXUAL_ORIENTATION,15,0.0023500172,
17,AGE,37,0.0013735105,
17,DISABILITY_STATUS,32,0.0031077818,
17,GENDER_IDENTITY,53,0.0016794963,
17,NATIONALITY,20,0.003975151,
17,PHYSICAL_APPEARANCE,15,0.00068689586,
17,RACE_ETHNICITY,34,0.0075752223,
17,RACE_X_GENDER,105,0.003030432,
17,RACE_X_SES,103,0.0004670445,
17,RELIGION,15,0.0006215613,
17,SES,20,0.0022248179,
17,SEXUAL_ORIENTATION,14,0.00037578272,
18,AGE,86,0.0036451337,
18,DISABILITY_STATUS,21,0.0021061185,
18,GENDER_IDENTITY,4,0.0001836476,
18,NATIONALITY,16,0.0040818322,
18,PHYSICAL_APPEARANCE,14,0.00092856743,
18,RACE_ETHNICITY,32,0.0005554076,
18,RACE_X_GENDER,254,0.00441009,
18,RACE_X_SES,266,0.0014655367,
18,RELIGION,16,0.0014028099,
18,SES,20,0.0019158861,
18,SEXUAL_ORIENTATION,13,0.002711828,
19,AGE,127,5.6291494e-05,
19,DISABILITY_STATUS,4,0.0006573195,
19,GENDER_IDENTITY,6,0.010618569,
19,NATIONALITY,82,0.0012278721,
19,PHYSICAL_APPEARANCE,10,0.0057271444,
19,RACE_ETHNICITY,86,0.0014380331,
19,RACE_X_GENDER,106,0.005236092,
19,RACE_X_SES,107,0.00074463175,
19,RELIGION,54,0.0016243526,
19,SES,210,0.0015091806,
19,SEXUAL_ORIENTATION,15,0.00033746398,
2,AGE,13,0.0030105265,
2,DISABILITY_STATUS,106,0.00080481713,
2,GENDER_IDENTITY,3,0.005040603,
2,NATIONALITY,16,0.0116671035,
2,PHYSICAL_APPEARANCE,32,0.000717885,
2,RACE_ETHNICITY,38,0.0018856559,
2,RACE_X_GENDER,253,0.0033174271,
2,RACE_X_SES,262,0.0013504621,
2,RELIGION,17,0.0076795756,
2,SES,22,0.0012663933,
2,SEXUAL_ORIENTATION,11,0.0073419446,
20,AGE,67,0.003072946,
20,DISABILITY_STATUS,23,0.00040735555,
20,GENDER_IDENTITY,3,0.018674478,
20,NATIONALITY,19,0.012131574,
20,PHYSICAL_APPEARANCE,13,0.002724152,
20,RACE_ETHNICITY,34,0.0028235603,
20,RACE_X_GENDER,253,0.0070920107,
20,RACE_X_SES,263,0.0011640016,
20,RELIGION,19,0.0076377583,
20,SES,208,0.0033776928,
20,SEXUAL_ORIENTATION,13,0.007340574,
21,AGE,113,0.001500793,
21,DISABILITY_STATUS,22,0.0049172183,
21,GENDER_IDENTITY,4,9.215848e-05,
21,NATIONALITY,49,0.0069066347,
21,PHYSICAL_APPEARANCE,6,0.0006683672,
21,RACE_ETHNICITY,37,0.0020541314,
21,RACE_X_GENDER,109,0.0024472305,
21,RACE_X_SES,55,0.0018504468,
21,RELIGION,15,0.009170482,
21,SES,205,0.0025268574,
21,SEXUAL_ORIENTATION,22,0.0012894816,
22,AGE,113,0.00079188676,
22,DISABILITY_STATUS,13,0.005503941,
22,GENDER_IDENTITY,4,0.0007799443,
22,NATIONALITY,90,0.002244881,
22,PHYSICAL_APPEARANCE,24,0.0008353843,
22,RACE_ETHNICITY,32,0.0029709754,
22,RACE_X_GENDER,103,0.0008349541,
22,RACE_X_SES,256,0.002635058,
22,RELIGION,19,0.0024369902,
22,SES,209,0.00093354384,
22,SEXUAL_ORIENTATION,19,0.002395946,
23,AGE,145,0.0019879586,
23,DISABILITY_STATUS,15,0.0067322114,
23,GENDER_IDENTITY,3,0.0012825866,
23,NATIONALITY,84,0.007525293,
23,PHYSICAL_APPEARANCE,14,0.00042845547,
23,RACE_ETHNICITY,38,0.0006192468,
23,RACE_X_GENDER,252,0.0011324207,
23,RACE_X_SES,52,0.010273254,
23,RELIGION,18,0.00039848385,
23,SES,211,0.001879041,
23,SEXUAL_ORIENTATION,12,0.005861509,
24,AGE,72,0.00020277234,
24,DISABILITY_STATUS,5,0.0039704572,
24,GENDER_IDENTITY,4,0.00011970591,
24,NATIONALITY,92,0.0037587206,
24,PHYSICAL_APPEARANCE,15,0.00016928425,
24,RACE_ETHNICITY,17,0.009245992,
24,RACE_X_GENDER,105,0.0020246403,
24,RACE_X_SES,260,0.008106832,
24,RELIGION,18,0.00067393365,
24,SES,21,0.0019485506,
24,SEXUAL_ORIENTATION,16,0.003648196,
25,AGE,145,0.00078795175,
25,DISABILITY_STATUS,22,0.0012746239,
25,GENDER_IDENTITY,4,0.0049861767,
25,NATIONALITY,19,0.0005838757,
25,PHYSICAL_APPEARANCE,29,0.0050504045,
25,RACE_ETHNICITY,34,0.002479117,
25,RACE_X_GENDER,264,0.002719267,
25,RACE_X_SES,56,0.0009543088,
25,RELIGION,15,0.008387333,
25,SES,21,0.0019738476,
25,SEXUAL_ORIENTATION,13,0.0040532514,
26,GENDER_IDENTITY,87,0.0061450065,
26,RACE_ETHNICITY,85,0.0013612115,
26,RACE_X_GENDER,109,0.004131652,
26,RACE_X_SES,261,0.0018018987,
27,GENDER_IDENTITY,89,0.0024510957,
27,RACE_ETHNICITY,88,0.0037504109,
27,RACE_X_GENDER,271,0.0024187285,
28,GENDER_IDENTITY,88,0.0059716087,
28,RACE_ETHNICITY,84,0.0002551718,
28,RACE_X_GENDER,54,0.012192939,
29,GENDER_IDENTITY,84,0.0014666339,
29,RACE_ETHNICITY,91,0.00024063145,
29,RACE_X_GENDER,258,0.008606547,
3,AGE,16,0.00090966595,
3,DISABILITY_STATUS,27,0.004838842,
3,GENDER_IDENTITY,3,0.023079367,
3,NATIONALITY,15,6.1971536e-05,
3,PHYSICAL_APPEARANCE,35,0.00022276066,
3,RACE_ETHNICITY,34,0.0055080196,
3,RACE_X_GENDER,113,0.0035052372,
3,RACE_X_SES,212,0.006204194,
3,RELIGION,53,0.00033982383,
3,SES,20,0.0027011763,
3,SEXUAL_ORIENTATION,12,0.0014600684,
30,GENDER_IDENTITY,87,0.0026135042,
30,RACE_ETHNICITY,88,0.0032583955,
30,RACE_X_GENDER,54,0.00046910334,
31,GENDER_IDENTITY,85,0.00096226926,
31,RACE_ETHNICITY,91,0.00023316916,
31,RACE_X_GENDER,259,0.0007668013,
32,GENDER_IDENTITY,81,0.00022866236,
32,RACE_ETHNICITY,91,0.0021979082,
32,RACE_X_GENDER,111,0.0052195056,
33,GENDER_IDENTITY,83,0.006910404,
33,RACE_ETHNICITY,81,0.004103352,
33,RACE_X_GENDER,268,0.006699383,
34,GENDER_IDENTITY,86,0.0060168384,
34,RACE_ETHNICITY,89,0.018401967,
34,RACE_X_GENDER,98,0.0042833895,
35,GENDER_IDENTITY,86,0.0036845638,
35,RACE_ETHNICITY,85,0.0027546373,
35,RACE_X_GENDER,263,0.002943626,
36,GENDER_IDENTITY,88,0.0027130265,
36,RACE_ETHNICITY,90,0.0021232427,
36,RACE_X_GENDER,109,0.0013776647,
37,GENDER_IDENTITY,88,0.0070069055,
37,RACE_ETHNICITY,90,0.010250242,
37,RACE_X_GENDER,260,0.0019546836,
38,GENDER_IDENTITY,88,0.005479412,
38,RACE_ETHNICITY,85,0.00055386045,
38,RACE_X_GENDER,53,0.007967626,
39,GENDER_IDENTITY,86,0.007317727,
39,RACE_ETHNICITY,95,0.0003674218,
39,RACE_X_GENDER,104,0.00056097814,
4,AGE,41,0.0019244745,
4,DISABILITY_STATUS,3,0.0021988575,
4,GENDER_IDENTITY,3,0.0047379383,
4,NATIONALITY,89,0.009501913,
4,PHYSICAL_APPEARANCE,31,0.0006021967,
4,RACE_ETHNICITY,16,0.00013448406,
4,RACE_X_GENDER,262,0.003189373,
4,RACE_X_SES,257,0.005506723,
4,RELIGION,17,0.0019565679,
4,SES,214,0.00029603214,
4,SEXUAL_ORIENTATION,15,0.00057594076,
40,GENDER_IDENTITY,83,0.0042020585,
40,RACE_ETHNICITY,82,0.006566977,
40,RACE_X_GENDER,255,0.0011438151,
41,GENDER_IDENTITY,86,0.00089010753,
41,RACE_ETHNICITY,91,0.0029509906,
41,RACE_X_GENDER,50,0.011237811,
42,GENDER_IDENTITY,84,0.00052639516,
42,RACE_ETHNICITY,83,0.0028878844,
42,RACE_X_GENDER,266,0.006713797,
43,GENDER_IDENTITY,85,0.005758294,
43,RACE_ETHNICITY,83,0.003559021,
43,RACE_X_GENDER,56,0.0025043848,
44,GENDER_IDENTITY,84,0.0011315026,
44,RACE_ETHNICITY,94,0.00075764547,
44,RACE_X_GENDER,269,0.005051266,
45,GENDER_IDENTITY,83,0.0046943226,
45,RACE_ETHNICITY,83,0.0024697504,
46,GENDER_IDENTITY,88,0.00062519946,
46,RACE_ETHNICITY,84,0.0010499377,
47,GENDER_IDENTITY,89,0.0023005756,
47,RACE_ETHNICITY,87,0.0032349166,
48,GENDER_IDENTITY,85,0.003012641,
48,RACE_ETHNICITY,85,0.0012333384,
49,GENDER_IDENTITY,87,0.00062181347,
49,RACE_ETHNICITY,90,0.007436474,
5,AGE,32,0.0007044944,
5,DISABILITY_STATUS,8,0.00026214038,
5,GENDER_IDENTITY,3,0.0028669336,
5,NATIONALITY,84,0.0023720323,
5,PHYSICAL_APPEARANCE,32,0.00013499349,
5,RACE_ETHNICITY,18,0.00033145255,
5,RACE_X_GENDER,56,0.01801907,
5,RACE_X_SES,209,0.003684176,
5,RELIGION,18,0.00012338888,
5,SES,205,0.0011778296,
5,SEXUAL_ORIENTATION,12,0.002124405,
50,GENDER_IDENTITY,86,0.00078716176,
50,RACE_ETHNICITY,91,0.00070168084,
6,AGE,57,0.0009066128,
6,DISABILITY_STATUS,14,0.0024635221,
6,GENDER_IDENTITY,4,0.000469139,
6,NATIONALITY,18,0.00042446074,
6,PHYSICAL_APPEARANCE,90,0.00043396288,
6,RACE_ETHNICITY,35,0.0040417216,
6,RACE_X_GENDER,256,0.016678914,
6,RACE_X_SES,253,0.0026264377,
6,RELIGION,18,0.007936777,
6,SES,22,0.0006184443,
6,SEXUAL_ORIENTATION,14,0.00087038917,
7,AGE,52,0.0022052734,
7,DISABILITY_STATUS,14,0.00043546315,
7,GENDER_IDENTITY,2,0.00019560847,
7,NATIONALITY,19,0.002654482,
7,PHYSICAL_APPEARANCE,14,0.0021834327,
7,RACE_ETHNICITY,34,0.00036370626,
7,RACE_X_GENDER,106,0.001888286,
7,RACE_X_SES,215,0.010982368,
7,RELIGION,33,0.0009736794,
7,SES,19,0.0020232666,
7,SEXUAL_ORIENTATION,17,0.0032331822,
8,AGE,55,0.001904962,
8,DISABILITY_STATUS,23,0.00069375633,
8,GENDER_IDENTITY,3,0.005299077,
8,NATIONALITY,86,0.0014321072,
8,PHYSICAL_APPEARANCE,15,0.00091906096,
8,RACE_ETHNICITY,33,0.003792725,
8,RACE_X_GENDER,265,0.0013713025,
8,RACE_X_SES,262,0.009881302,
8,RELIGION,17,0.0056310683,
8,SES,209,0.0022617234,
8,SEXUAL_ORIENTATION,12,0.00029632877,
9,AGE,32,0.0007700676,
9,DISABILITY_STATUS,70,0.0011042192,
9,GENDER_IDENTITY,2,8.309271e-07,
9,NATIONALITY,91,0.0053274953,
9,PHYSICAL_APPEARANCE,3,0.001582523,
9,RACE_ETHNICITY,17,0.001245905,
9,RACE_X_GENDER,56,0.0023160705,
9,RACE_X_SES,51,0.0027363724,
9,RELIGION,18,0.0035790831,
9,SES,33,0.0063154073,
9,SEXUAL_ORIENTATION,13,0.00092135073,
