model_name,category,question_polarity,context_condition_3,sim_mean,sim_std,n
Qwen/Qwen3-Embedding-4B,GENDER_IDENTITY,NEG,DISAMBIG_STEREO,0.6109715417301469,0.07154518346354533,2121
Qwen/Qwen3-Embedding-4B,GENDER_IDENTITY,NONNEG,AMBIG,0.5307324629576485,0.08859729911651182,4254
Qwen/Qwen3-Embedding-4B,GENDER_IDENTITY,NONNEG,DISAMBIG,0.5205078919728597,0.03918612095765955,9
Qwen/Qwen3-Embedding-4B,GENDER_IDENTITY,NONNEG,DISAMBIG_ANTI,0.5811515976087297,0.07680372149963045,2124
Qwen/Qwen3-Embedding-4B,GENDER_IDENTITY,NONNEG,DISAMBIG_STEREO,0.5821113948662401,0.07681472052109538,2121
Qwen/Qwen3-Embedding-4B,NATIONALITY,NEG,AMBIG,0.5414470271243678,0.11184560702457774,2310
Qwen/Qwen3-Embedding-4B,NATIONALITY,NEG,DISAMBIG_ANTI,0.6560923370706054,0.0830739548635769,1155
Qwen/Qwen3-Embedding-4B,NATIONALITY,NEG,DISAMBIG_STEREO,0.6584040449295209,0.08125485908255961,1155
Qwen/Qwen3-Embedding-4B,NATIONALITY,NONNEG,AMBIG,0.5429917022392348,0.10177350888549838,2310
Qwen/Qwen3-Embedding-4B,NATIONALITY,NONNEG,DISAMBIG_ANTI,0.6394289667472178,0.07885141811080584,1155
Qwen/Qwen3-Embedding-4B,NATIONALITY,NONNEG,DISAMBIG_STEREO,0.6399229591801053,0.07928021367910183,1155
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NEG,AMBIG,0.5672389452933458,0.08716796549524768,1182
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NEG,DISAMBIG_ANTI,0.6287996118020397,0.06720745067185248,543
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NEG,DISAMBIG_STEREO,0.64386344921421,0.07034372110127667,639
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NONNEG,AMBIG,0.5697615896485582,0.0936575954574905,1182
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_ANTI,0.6189193653687148,0.07665481332555106,543
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_STEREO,0.6283628549281047,0.0732984799413776,639
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NEG,AMBIG,0.506095804681265,0.10436754622986294,5160
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NEG,DISAMBIG_ANTI,0.6067375636724539,0.07980425240209194,2580
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NEG,DISAMBIG_STEREO,0.6067996923082559,0.07948598303184093,2580
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NONNEG,AMBIG,0.5282602364991524,0.11129735006383451,5160
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NONNEG,DISAMBIG_ANTI,0.6162459413326064,0.08777501249628204,2580
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NONNEG,DISAMBIG_STEREO,0.6168429231343343,0.08657554509002911,2580
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NEG,AMBIG,0.5318342767313509,0.09966165649466675,11970
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NEG,DISAMBIG_ANTI,0.6376166907519382,0.08958547830975792,5976
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NEG,DISAMBIG_STEREO,0.639918284681506,0.08782639913773624,5994
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NONNEG,AMBIG,0.5573571838444735,0.09995421332402869,11970
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NONNEG,DISAMBIG_ANTI,0.6527642723187864,0.09004458984631486,5976
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NONNEG,DISAMBIG_STEREO,0.654490960899257,0.08901088255271694,5994
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NEG,AMBIG,0.5769897193357508,0.12031399442504452,8370
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NEG,DISAMBIG_ANTI,0.6659322523657709,0.09563473260030655,4185
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NEG,DISAMBIG_STEREO,0.6674222938333646,0.09484676674942241,4185
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NONNEG,AMBIG,0.5708865280308746,0.11185726077209548,8370
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NONNEG,DISAMBIG_ANTI,0.6454462928726397,0.08950207114664885,4185
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NONNEG,DISAMBIG_STEREO,0.6454027449571959,0.09048808089323664,4185
Qwen/Qwen3-Embedding-4B,RELIGION,NEG,AMBIG,0.5604164792762862,0.0942685176041015,900
Qwen/Qwen3-Embedding-4B,RELIGION,NEG,DISAMBIG_ANTI,0.6287193746036953,0.08828632746774519,450
Qwen/Qwen3-Embedding-4B,RELIGION,NEG,DISAMBIG_STEREO,0.6290028970771365,0.08874146370650537,450
Qwen/Qwen3-Embedding-4B,RELIGION,NONNEG,AMBIG,0.5741759396261639,0.09278642412818734,900
Qwen/Qwen3-Embedding-4B,RELIGION,NONNEG,DISAMBIG_ANTI,0.6265044883886973,0.08885749260270302,450
Qwen/Qwen3-Embedding-4B,RELIGION,NONNEG,DISAMBIG_STEREO,0.6279621227582296,0.08935486062002888,450
Qwen/Qwen3-Embedding-4B,SES,NEG,AMBIG,0.5255693937271902,0.07982448326505594,5148
Qwen/Qwen3-Embedding-4B,SES,NEG,DISAMBIG_ANTI,0.5989033808192563,0.07243218350492099,2520
Qwen/Qwen3-Embedding-4B,SES,NEG,DISAMBIG_STEREO,0.6015554728437232,0.0745191778922344,2628
Qwen/Qwen3-Embedding-4B,SES,NONNEG,AMBIG,0.5394081207167389,0.0727365256092972,5148
Qwen/Qwen3-Embedding-4B,SES,NONNEG,DISAMBIG_ANTI,0.5960643165759624,0.06586252496743832,2520
Qwen/Qwen3-Embedding-4B,SES,NONNEG,DISAMBIG_STEREO,0.6002632198540587,0.06641707557040273,2628
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NEG,AMBIG,0.5620767880047177,0.09476243264970176,648
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NEG,DISAMBIG_ANTI,0.6449967019351912,0.08289759373779224,324
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NEG,DISAMBIG_STEREO,0.6442703316793029,0.08235661079103676,324
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NONNEG,AMBIG,0.5692721545972206,0.09953416356914302,648
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_ANTI,0.6333706657643672,0.08588653411167906,324
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_STEREO,0.6332224681053633,0.08542890048306684,324
google/embeddinggemma-300m,AGE,NEG,AMBIG,0.44686193494801074,0.10450013179901484,2760
google/embeddinggemma-300m,AGE,NEG,DISAMBIG_ANTI,0.4610915003803329,0.10885575027914951,1380
google/embeddinggemma-300m,AGE,NEG,DISAMBIG_STEREO,0.4603122696928356,0.10844753469178207,1380
google/embeddinggemma-300m,AGE,NONNEG,AMBIG,0.453011168366757,0.10632786129007249,2760
google/embeddinggemma-300m,AGE,NONNEG,DISAMBIG_ANTI,0.4484896648081316,0.10760613824760894,1380
google/embeddinggemma-300m,AGE,NONNEG,DISAMBIG_STEREO,0.44845963922747667,0.10831743737700394,1380
google/embeddinggemma-300m,DISABILITY_STATUS,NEG,AMBIG,0.4212638280436639,0.08676104801698253,1167
google/embeddinggemma-300m,DISABILITY_STATUS,NEG,DISAMBIG_ANTI,0.4708454234836002,0.09230298154446873,576
google/embeddinggemma-300m,DISABILITY_STATUS,NEG,DISAMBIG_STEREO,0.4734457813442863,0.08761590027462453,591
google/embeddinggemma-300m,DISABILITY_STATUS,NONNEG,AMBIG,0.4269024007909811,0.08713958252086097,1167
google/embeddinggemma-300m,DISABILITY_STATUS,NONNEG,DISAMBIG_ANTI,0.46072214909104836,0.09215038674824154,576
google/embeddinggemma-300m,DISABILITY_STATUS,NONNEG,DISAMBIG_STEREO,0.4635220711354273,0.0894630774485652,591
google/embeddinggemma-300m,GENDER_IDENTITY,NEG,AMBIG,0.42646774732988096,0.0931443813212385,4254
google/embeddinggemma-300m,GENDER_IDENTITY,NEG,DISAMBIG,0.5080638527870178,0.004882014799619422,3
google/embeddinggemma-300m,GENDER_IDENTITY,NEG,DISAMBIG_ANTI,0.4555700731879109,0.09816166538454789,2130
google/embeddinggemma-300m,GENDER_IDENTITY,NEG,DISAMBIG_STEREO,0.4560027171395287,0.09743986294618533,2121
google/embeddinggemma-300m,GENDER_IDENTITY,NONNEG,AMBIG,0.4254453021894613,0.09133522847342278,4254
google/embeddinggemma-300m,GENDER_IDENTITY,NONNEG,DISAMBIG,0.3786550263563792,0.06886987801870716,9
google/embeddinggemma-300m,GENDER_IDENTITY,NONNEG,DISAMBIG_ANTI,0.44743285979900205,0.10070263284728097,2124
google/embeddinggemma-300m,GENDER_IDENTITY,NONNEG,DISAMBIG_STEREO,0.44729474186194723,0.10027679294903251,2121
google/embeddinggemma-300m,NATIONALITY,NEG,AMBIG,0.43956714845968015,0.11481894481880549,2310
google/embeddinggemma-300m,NATIONALITY,NEG,DISAMBIG_ANTI,0.5094698255970365,0.0992762373677365,1155
google/embeddinggemma-300m,NATIONALITY,NEG,DISAMBIG_STEREO,0.5105153479359367,0.09700083212091268,1155
google/embeddinggemma-300m,NATIONALITY,NONNEG,AMBIG,0.4324080450452251,0.09752794082148036,2310
google/embeddinggemma-300m,NATIONALITY,NONNEG,DISAMBIG_ANTI,0.4796266284339872,0.0935385326217506,1155
google/embeddinggemma-300m,NATIONALITY,NONNEG,DISAMBIG_STEREO,0.48082363860947747,0.09088710048574446,1155
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NEG,AMBIG,0.4599859654626064,0.10326528800055113,1182
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NEG,DISAMBIG_ANTI,0.4783780323976092,0.10396971401706838,543
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NEG,DISAMBIG_STEREO,0.49245732024615174,0.09457862735558373,639
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NONNEG,AMBIG,0.4647215329703139,0.10685040761482406,1182
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_ANTI,0.4779136448165549,0.11101791434659117,543
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_STEREO,0.4746977141205694,0.1045422760365586,639
google/embeddinggemma-300m,RACE_ETHNICITY,NEG,AMBIG,0.42855192203392356,0.09022975805307061,5160
google/embeddinggemma-300m,RACE_ETHNICITY,NEG,DISAMBIG_ANTI,0.45903476336321164,0.08904131779106915,2580
google/embeddinggemma-300m,RACE_ETHNICITY,NEG,DISAMBIG_STEREO,0.4587878521098647,0.089716338457817,2580
google/embeddinggemma-300m,RACE_ETHNICITY,NONNEG,AMBIG,0.43473225366468576,0.10494628254384367,5160
google/embeddinggemma-300m,RACE_ETHNICITY,NONNEG,DISAMBIG_ANTI,0.4557103954948658,0.09557056533550004,2580
google/embeddinggemma-300m,RACE_ETHNICITY,NONNEG,DISAMBIG_STEREO,0.45531535395240597,0.09680115052007587,2580
google/embeddinggemma-300m,RACE_X_GENDER,NEG,AMBIG,0.45086135670181704,0.0981571519885346,11970
google/embeddinggemma-300m,RACE_X_GENDER,NEG,DISAMBIG_ANTI,0.5109255605762503,0.09768254024684207,5976
google/embeddinggemma-300m,RACE_X_GENDER,NEG,DISAMBIG_STEREO,0.5116844451080412,0.09701586314714358,5994
google/embeddinggemma-300m,RACE_X_GENDER,NONNEG,AMBIG,0.4544746528828552,0.10358293998757809,11970
google/embeddinggemma-300m,RACE_X_GENDER,NONNEG,DISAMBIG_ANTI,0.5134724762136119,0.10304532865181934,5976
google/embeddinggemma-300m,RACE_X_GENDER,NONNEG,DISAMBIG_STEREO,0.5136976524899115,0.10242083097560971,5994
google/embeddinggemma-300m,RACE_X_SES,NEG,AMBIG,0.478846431957066,0.12145361431420776,8370
google/embeddinggemma-300m,RACE_X_SES,NEG,DISAMBIG_ANTI,0.528588470378657,0.12588249454367925,4185
google/embeddinggemma-300m,RACE_X_SES,NEG,DISAMBIG_STEREO,0.5274681011016793,0.12613263103270947,4185
google/embeddinggemma-300m,RACE_X_SES,NONNEG,AMBIG,0.4741953226827806,0.11224530337470606,8370
google/embeddinggemma-300m,RACE_X_SES,NONNEG,DISAMBIG_ANTI,0.5043880225616544,0.10881315761308498,4185
google/embeddinggemma-300m,RACE_X_SES,NONNEG,DISAMBIG_STEREO,0.5039385883575984,0.10833161565417164,4185
google/embeddinggemma-300m,RELIGION,NEG,AMBIG,0.4290133109026485,0.1083747627831123,900
google/embeddinggemma-300m,RELIGION,NEG,DISAMBIG_ANTI,0.45898027542564607,0.1126322351478281,450
google/embeddinggemma-300m,RELIGION,NEG,DISAMBIG_STEREO,0.4590562308828036,0.11198478835055713,450
google/embeddinggemma-300m,RELIGION,NONNEG,AMBIG,0.4520927164620823,0.10334760291853468,900
google/embeddinggemma-300m,RELIGION,NONNEG,DISAMBIG_ANTI,0.46961404850085575,0.10111444412459203,450
google/embeddinggemma-300m,RELIGION,NONNEG,DISAMBIG_STEREO,0.46981270525190566,0.10107095896465874,450
google/embeddinggemma-300m,SES,NEG,AMBIG,0.4148850733386794,0.09023224472994025,5148
google/embeddinggemma-300m,SES,NEG,DISAMBIG_ANTI,0.4470632603244176,0.09386799045592288,2520
google/embeddinggemma-300m,SES,NEG,DISAMBIG_STEREO,0.4523946416296371,0.09766920638933668,2628
google/embeddinggemma-300m,SES,NONNEG,AMBIG,0.4304301410091414,0.0846104707234445,5148
google/embeddinggemma-300m,SES,NONNEG,DISAMBIG_ANTI,0.45060771607926914,0.08689700089328875,2520
google/embeddinggemma-300m,SES,NONNEG,DISAMBIG_STEREO,0.45634227493264723,0.09164725681867707,2628
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NEG,AMBIG,0.46080824082004435,0.08943663220815391,648
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NEG,DISAMBIG_ANTI,0.4935262744073515,0.08771005472062718,324
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NEG,DISAMBIG_STEREO,0.4949765902610473,0.086241623146332,324
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NONNEG,AMBIG,0.4716600700063102,0.09700754685491082,648
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_ANTI,0.48494961940579945,0.0901324744082586,324
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_STEREO,0.4865398608424045,0.08937746603505245,324
ibm-granite/granite-embedding-small-english-r2,AGE,NEG,AMBIG,0.8300480094508849,0.04843485253370903,2760
ibm-granite/granite-embedding-small-english-r2,AGE,NEG,DISAMBIG_ANTI,0.8350255967482276,0.04842074773748565,1380
ibm-granite/granite-embedding-small-english-r2,AGE,NEG,DISAMBIG_STEREO,0.8360629672157591,0.048808696196422426,1380
ibm-granite/granite-embedding-small-english-r2,AGE,NONNEG,AMBIG,0.8313040144201638,0.041157452719031436,2760
ibm-granite/granite-embedding-small-english-r2,AGE,NONNEG,DISAMBIG_ANTI,0.8321682841017626,0.04140310118007577,1380
ibm-granite/granite-embedding-small-english-r2,AGE,NONNEG,DISAMBIG_STEREO,0.8331380535295044,0.041323149045831384,1380
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NEG,AMBIG,0.8284791192644768,0.03966848954367058,1167
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NEG,DISAMBIG_ANTI,0.8456732118502259,0.03716824916111152,576
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NEG,DISAMBIG_STEREO,0.8448699057203057,0.03682971228897725,591
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NONNEG,AMBIG,0.829465262891905,0.04275692225901143,1167
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NONNEG,DISAMBIG_ANTI,0.8446273220082124,0.03958744164751496,576
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NONNEG,DISAMBIG_STEREO,0.8435078532562643,0.039100132437192806,591
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NEG,AMBIG,0.8300506928239454,0.04270005110870912,4254
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NEG,DISAMBIG,0.8520740469296774,0.02721678908622638,3
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NEG,DISAMBIG_ANTI,0.8415015737215678,0.03903979824502859,2130
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NEG,DISAMBIG_STEREO,0.8414064244468613,0.03902076592046074,2121
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NONNEG,AMBIG,0.8252017476578862,0.04617858395550295,4254
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NONNEG,DISAMBIG,0.8129993875821432,0.019759108058312692,9
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NONNEG,DISAMBIG_ANTI,0.8360197627162754,0.041587477028522,2124
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NONNEG,DISAMBIG_STEREO,0.8361420585321178,0.04149231879602945,2121
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NEG,AMBIG,0.8424069675790283,0.04156296017468017,2310
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NEG,DISAMBIG_ANTI,0.8655123631159465,0.03562736283368854,1155
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NEG,DISAMBIG_STEREO,0.8653723094886515,0.03565008739744638,1155
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NONNEG,AMBIG,0.8446430472584514,0.04563866580146199,2310
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NONNEG,DISAMBIG_ANTI,0.8596358853501159,0.03469164596774456,1155
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NONNEG,DISAMBIG_STEREO,0.8589585345028798,0.03533085487352366,1155
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NEG,AMBIG,0.8394159043299163,0.039943757469218355,1182
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NEG,DISAMBIG_ANTI,0.8440984935391673,0.03898553051458044,543
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NEG,DISAMBIG_STEREO,0.8430996876740493,0.03617614059500598,639
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NONNEG,AMBIG,0.8358824210723644,0.03984748074951025,1182
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_ANTI,0.8410656861617859,0.04064356725185404,543
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_STEREO,0.8392160449042939,0.037624121270554714,639
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NEG,AMBIG,0.8277515723261722,0.04630585199453542,5160
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NEG,DISAMBIG_ANTI,0.8372074013070543,0.04008535731771153,2580
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NEG,DISAMBIG_STEREO,0.8373674542173859,0.04020791031635446,2580
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NONNEG,AMBIG,0.831544705936613,0.046304746052571615,5160
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NONNEG,DISAMBIG_ANTI,0.8407344070284866,0.04120318639130263,2580
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NONNEG,DISAMBIG_STEREO,0.8407068492830262,0.04150530653262648,2580
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NEG,AMBIG,0.8371098712821154,0.05094859847929296,11970
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NEG,DISAMBIG_ANTI,0.8550906237489089,0.04501069827232087,5976
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NEG,DISAMBIG_STEREO,0.8550664713711272,0.04496242509545391,5994
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NONNEG,AMBIG,0.8371111274462695,0.04875433468464901,11970
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NONNEG,DISAMBIG_ANTI,0.8608498858459982,0.04536021496883531,5976
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NONNEG,DISAMBIG_STEREO,0.8607119428622233,0.04520804908864415,5994
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NEG,AMBIG,0.8460786759853363,0.05221233740946233,8370
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NEG,DISAMBIG_ANTI,0.8615977628683958,0.04617739607300923,4185
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NEG,DISAMBIG_STEREO,0.8616861615414545,0.04676303054731558,4185
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NONNEG,AMBIG,0.8431924056479866,0.051040649067578624,8370
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NONNEG,DISAMBIG_ANTI,0.8546328717520018,0.04289551600374492,4185
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NONNEG,DISAMBIG_STEREO,0.854627912887678,0.043718813577972186,4185
ibm-granite/granite-embedding-small-english-r2,RELIGION,NEG,AMBIG,0.8369950940873888,0.04491208052006509,900
ibm-granite/granite-embedding-small-english-r2,RELIGION,NEG,DISAMBIG_ANTI,0.8495890458424886,0.042714414255975296,450
ibm-granite/granite-embedding-small-english-r2,RELIGION,NEG,DISAMBIG_STEREO,0.8493092833624946,0.042955076519649596,450
ibm-granite/granite-embedding-small-english-r2,RELIGION,NONNEG,AMBIG,0.8439057168033388,0.049531479012018695,900
ibm-granite/granite-embedding-small-english-r2,RELIGION,NONNEG,DISAMBIG_ANTI,0.8543829656971825,0.046421063067960816,450
ibm-granite/granite-embedding-small-english-r2,RELIGION,NONNEG,DISAMBIG_STEREO,0.8542090894116295,0.04670696074038904,450
ibm-granite/granite-embedding-small-english-r2,SES,NEG,AMBIG,0.8262576927556117,0.04182171186042202,5148
ibm-granite/granite-embedding-small-english-r2,SES,NEG,DISAMBIG_ANTI,0.8343186448490809,0.039655098889892076,2520
ibm-granite/granite-embedding-small-english-r2,SES,NEG,DISAMBIG_STEREO,0.8364580045914904,0.04078075179792959,2628
ibm-granite/granite-embedding-small-english-r2,SES,NONNEG,AMBIG,0.8319382472217036,0.0432863436549992,5148
ibm-granite/granite-embedding-small-english-r2,SES,NONNEG,DISAMBIG_ANTI,0.837056065315292,0.03882405062186082,2520
ibm-granite/granite-embedding-small-english-r2,SES,NONNEG,DISAMBIG_STEREO,0.8385953006633703,0.03915723576649083,2628
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NEG,AMBIG,0.8504990038496477,0.04051081851149589,648
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NEG,DISAMBIG_ANTI,0.8664243627845505,0.03973590310014177,324
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NEG,DISAMBIG_STEREO,0.866421827563533,0.039668884360062065,324
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NONNEG,AMBIG,0.8532269156457465,0.04137020826355378,648
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_ANTI,0.8649502639417295,0.040064969163795525,324
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_STEREO,0.86499465836419,0.03999978438874392,324
