question_index,category,n_amb,volatility_var,disagreement_rate
39,RACE_X_GENDER,104,0.0008354729532240474,
4,AGE,41,0.005587831819025057,
4,DISABILITY_STATUS,3,0.0002983987130645479,
4,GENDER_IDENTITY,3,0.0036867842873128005,
4,NATIONALITY,89,0.003938077758703738,
4,PHYSICAL_APPEARANCE,31,0.00024328082995433672,
4,RACE_ETHNICITY,16,0.001606285487989333,
4,RACE_X_GENDER,262,0.0021712472623684692,
4,RACE_X_SES,257,0.00314107912595877,
4,RELIGION,17,0.00068900013197795,
4,SES,214,0.0009080705807976081,
4,SEXUAL_ORIENTATION,15,0.0009288439099544612,
40,GENDER_IDENTITY,83,0.0009124484657045222,
40,RACE_ETHNICITY,82,0.005759102076338151,
40,RACE_X_GENDER,255,0.0009093312353707779,
41,GENDER_IDENTITY,86,0.0006786383344899782,
41,RACE_ETHNICITY,91,0.005000486681256727,
41,RACE_X_GENDER,50,0.007825687150674986,
42,GENDER_IDENTITY,84,0.00012368118171382207,
42,RACE_ETHNICITY,83,0.0026450308491864447,
42,RACE_X_GENDER,266,0.006940919933217839,
43,GENDER_IDENTITY,85,0.0031782172961138744,
43,RACE_ETHNICITY,83,0.0023234885834831596,
43,RACE_X_GENDER,56,0.002361624673300027,
44,GENDER_IDENTITY,84,0.0021119730896828064,
44,RACE_ETHNICITY,94,0.0031185751121018098,
44,RACE_X_GENDER,269,0.006299477225083856,
45,GENDER_IDENTITY,83,0.003230511140384579,
45,RACE_ETHNICITY,83,0.0030706772851642836,
46,GENDER_IDENTITY,88,0.0004261098806756911,
46,RACE_ETHNICITY,84,0.0010227634298214843,
47,GENDER_IDENTITY,89,0.0020611448076216297,
47,RACE_ETHNICITY,87,0.0024087396058121214,
48,GENDER_IDENTITY,85,0.0015239785748433602,
48,RACE_ETHNICITY,85,0.0020950751916690275,
49,GENDER_IDENTITY,87,0.00028889281378508545,
49,RACE_ETHNICITY,90,0.00998727922591294,
5,AGE,32,0.001669605556386732,
5,DISABILITY_STATUS,8,0.0027481914709757286,
5,GENDER_IDENTITY,3,0.0024234730561770368,
5,NATIONALITY,84,0.0021651519445832074,
5,PHYSICAL_APPEARANCE,32,0.0008484985061187019,
5,RACE_ETHNICITY,18,0.000293681458685838,
5,RACE_X_GENDER,56,0.017984169608317172,
5,RACE_X_SES,209,0.0014749675305028493,
5,RELIGION,18,0.0007918266359952283,
5,SES,205,0.0008626080048323586,
5,SEXUAL_ORIENTATION,12,0.0020433476287624592,
50,GENDER_IDENTITY,86,0.0006641497444588002,
50,RACE_ETHNICITY,91,0.0017283793596690603,
6,AGE,57,0.00021102614497465853,
6,DISABILITY_STATUS,14,0.003234329221035379,
6,GENDER_IDENTITY,4,0.00011665556476092565,
6,NATIONALITY,18,0.004427549331793991,
6,PHYSICAL_APPEARANCE,90,0.0017771090673780335,
6,RACE_ETHNICITY,35,0.00042609956960323447,
6,RACE_X_GENDER,256,0.0164827355191978,
6,RACE_X_SES,253,0.00508619769436244,
6,RELIGION,18,0.002458120381534914,
6,SES,22,0.0001709484391174985,
6,SEXUAL_ORIENTATION,14,0.0006239117037899639,
7,AGE,52,0.0007157351230425949,
7,DISABILITY_STATUS,14,9.529767383660332e-05,
7,GENDER_IDENTITY,2,0.001677044392664584,
7,NATIONALITY,19,0.0031549800349966162,
7,PHYSICAL_APPEARANCE,14,0.004841166557304667,
7,RACE_ETHNICITY,34,0.000912843950222792,
7,RACE_X_GENDER,106,0.0005442037276797922,
7,RACE_X_SES,215,0.006194098419577278,
7,RELIGION,33,0.00043872744887318404,
7,SES,19,0.0018933625622729962,
7,SEXUAL_ORIENTATION,17,0.0035827347666629312,
8,AGE,55,0.0018979413009679522,
8,DISABILITY_STATUS,23,0.0004939835680996844,
8,GENDER_IDENTITY,3,0.009432215991451129,
8,NATIONALITY,86,0.0019456779844527592,
8,PHYSICAL_APPEARANCE,15,0.00013094883232796787,
8,RACE_ETHNICITY,33,0.001993790955247104,
8,RACE_X_GENDER,265,0.0016904564207482254,
8,RACE_X_SES,262,0.007841840744185652,
8,RELIGION,17,0.0029911423712773934,
8,SES,209,0.0006603067001134382,
8,SEXUAL_ORIENTATION,12,0.0010308844937211995,
9,AGE,32,0.0002723005304268873,
9,DISABILITY_STATUS,70,0.0008939348535677933,
9,GENDER_IDENTITY,2,1.9302342764149216e-06,
9,NATIONALITY,91,0.003339995871889224,
9,PHYSICAL_APPEARANCE,3,1.783620880146941e-05,
9,RACE_ETHNICITY,17,0.0007973753689667475,
9,RACE_X_GENDER,56,0.0022833714619931137,
9,RACE_X_SES,51,0.004144553850394137,
9,RELIGION,18,0.0014610865936005638,
9,SES,33,0.002864926516420668,
9,SEXUAL_ORIENTATION,13,0.0005263476726616318,
