question_index,category,n_amb,volatility_var,disagreement_rate
26,RACE_X_SES,261,0.0002314806,
27,GENDER_IDENTITY,89,0.00088371855,
27,RACE_ETHNICITY,88,0.00044777826,
27,RACE_X_GENDER,271,0.0001066857,
28,GENDER_IDENTITY,88,0.00017549451,
28,RACE_ETHNICITY,84,0.000120643155,
28,RACE_X_GENDER,54,0.0007744004,
29,GENDER_IDENTITY,84,8.011904e-05,
29,RACE_ETHNICITY,91,3.6935562e-05,
29,RACE_X_GENDER,258,0.00058368326,
3,AGE,16,7.840513e-05,
3,DISABILITY_STATUS,27,0.002002609,
3,GENDER_IDENTITY,3,0.0007924591,
3,NATIONALITY,15,5.7335903e-05,
3,PHYSICAL_APPEARANCE,35,1.8219576e-05,
3,RACE_ETHNICITY,34,0.00069568557,
3,RACE_X_GENDER,113,0.00080210896,
3,RACE_X_SES,212,0.00031649985,
3,RELIGION,53,1.3896054e-05,
3,SES,20,0.00017728002,
3,SEXUAL_ORIENTATION,12,0.00049479236,
30,GENDER_IDENTITY,87,0.00012836477,
30,RACE_ETHNICITY,88,0.00014623442,
30,RACE_X_GENDER,54,9.2593524e-05,
31,GENDER_IDENTITY,85,8.8922454e-05,
31,RACE_ETHNICITY,91,0.00035884534,
31,RACE_X_GENDER,259,0.000112994734,
32,GENDER_IDENTITY,81,4.0011397e-05,
32,RACE_ETHNICITY,91,0.000354222,
32,RACE_X_GENDER,111,0.00044958814,
33,GENDER_IDENTITY,83,0.0011347828,
33,RACE_ETHNICITY,81,0.002031268,
33,RACE_X_GENDER,268,0.0005230624,
34,GENDER_IDENTITY,86,0.00024692045,
34,RACE_ETHNICITY,89,0.0015575163,
34,RACE_X_GENDER,98,0.000108291184,
35,GENDER_IDENTITY,86,0.00016096377,
35,RACE_ETHNICITY,85,0.00036587496,
35,RACE_X_GENDER,263,0.0002423859,
36,GENDER_IDENTITY,88,0.0003961928,
36,RACE_ETHNICITY,90,0.00011414659,
36,RACE_X_GENDER,109,4.326255e-05,
37,GENDER_IDENTITY,88,0.00036528934,
37,RACE_ETHNICITY,90,0.0003730795,
37,RACE_X_GENDER,260,0.00019073077,
38,GENDER_IDENTITY,88,0.0005548877,
38,RACE_ETHNICITY,85,3.265901e-05,
38,RACE_X_GENDER,53,0.00060878764,
39,GENDER_IDENTITY,86,0.0008299893,
39,RACE_ETHNICITY,95,0.00020429987,
39,RACE_X_GENDER,104,0.0005075848,
4,AGE,41,7.527191e-05,
4,DISABILITY_STATUS,3,9.7966775e-05,
4,GENDER_IDENTITY,3,0.00010064356,
4,NATIONALITY,89,0.00056714524,
4,PHYSICAL_APPEARANCE,31,3.7390742e-05,
4,RACE_ETHNICITY,16,0.0001017355,
4,RACE_X_GENDER,262,0.00053880527,
4,RACE_X_SES,257,0.00036416654,
4,RELIGION,17,3.0899067e-05,
4,SES,214,5.7394278e-05,
4,SEXUAL_ORIENTATION,15,2.101266e-05,
40,GENDER_IDENTITY,83,6.91401e-05,
40,RACE_ETHNICITY,82,0.00055661617,
40,RACE_X_GENDER,255,0.0006350655,
41,GENDER_IDENTITY,86,9.870114e-05,
41,RACE_ETHNICITY,91,0.00024498554,
41,RACE_X_GENDER,50,0.002232795,
42,GENDER_IDENTITY,84,3.462115e-05,
42,RACE_ETHNICITY,83,0.0002417877,
42,RACE_X_GENDER,266,0.00084469636,
43,GENDER_IDENTITY,85,0.00069580745,
43,RACE_ETHNICITY,83,0.0001482625,
43,RACE_X_GENDER,56,0.00042028338,
44,GENDER_IDENTITY,84,6.148463e-05,
44,RACE_ETHNICITY,94,0.00017965793,
44,RACE_X_GENDER,269,0.00038833386,
45,GENDER_IDENTITY,83,0.0003384619,
45,RACE_ETHNICITY,83,0.00013834752,
46,GENDER_IDENTITY,88,1.368708e-05,
46,RACE_ETHNICITY,84,8.2206854e-05,
47,GENDER_IDENTITY,89,0.00029580214,
47,RACE_ETHNICITY,87,0.0004113154,
48,GENDER_IDENTITY,85,7.5018565e-05,
48,RACE_ETHNICITY,85,0.00021907916,
49,GENDER_IDENTITY,87,0.00011524268,
49,RACE_ETHNICITY,90,0.0010589429,
5,AGE,32,0.0005708904,
5,DISABILITY_STATUS,8,1.508921e-05,
5,GENDER_IDENTITY,3,4.7116946e-06,
5,NATIONALITY,84,9.844995e-05,
5,PHYSICAL_APPEARANCE,32,4.2252548e-05,
5,RACE_ETHNICITY,18,1.3450986e-05,
5,RACE_X_GENDER,56,0.0013607731,
5,RACE_X_SES,209,0.00019729906,
5,RELIGION,18,0.000107572574,
5,SES,205,0.00020163239,
5,SEXUAL_ORIENTATION,12,6.7325045e-06,
50,GENDER_IDENTITY,86,5.677324e-05,
50,RACE_ETHNICITY,91,0.00013374243,
6,AGE,57,1.3491334e-05,
6,DISABILITY_STATUS,14,5.0010873e-05,
6,GENDER_IDENTITY,4,5.0074846e-06,
6,NATIONALITY,18,4.741504e-05,
6,PHYSICAL_APPEARANCE,90,8.076798e-05,
6,RACE_ETHNICITY,35,5.489791e-05,
6,RACE_X_GENDER,256,0.001628351,
6,RACE_X_SES,253,0.00024088663,
6,RELIGION,18,0.00029800175,
6,SES,22,7.082053e-05,
6,SEXUAL_ORIENTATION,14,5.9953e-05,
7,AGE,52,0.00018629864,
7,DISABILITY_STATUS,14,0.00013948261,
7,GENDER_IDENTITY,2,5.0623214e-05,
7,NATIONALITY,19,0.000548834,
7,PHYSICAL_APPEARANCE,14,0.00013885941,
7,RACE_ETHNICITY,34,0.0004592468,
7,RACE_X_GENDER,106,6.53059e-05,
7,RACE_X_SES,215,0.0017640134,
7,RELIGION,33,0.0002522932,
7,SES,19,5.2797324e-05,
7,SEXUAL_ORIENTATION,17,0.00025724695,
8,AGE,55,0.00011084726,
8,DISABILITY_STATUS,23,0.00010342454,
8,GENDER_IDENTITY,3,0.0013447576,
8,NATIONALITY,86,0.00011507699,
8,PHYSICAL_APPEARANCE,15,0.00014159949,
8,RACE_ETHNICITY,33,0.000794533,
8,RACE_X_GENDER,265,8.8518114e-05,
8,RACE_X_SES,262,0.002078295,
8,RELIGION,17,0.0013010595,
8,SES,209,0.000122068785,
8,SEXUAL_ORIENTATION,12,0.000109683795,
9,AGE,32,5.2323616e-05,
9,DISABILITY_STATUS,70,0.00017732797,
9,GENDER_IDENTITY,2,2.6133455e-06,
9,NATIONALITY,91,0.00082401495,
9,PHYSICAL_APPEARANCE,3,0.0001206804,
9,RACE_ETHNICITY,17,0.00015615621,
9,RACE_X_GENDER,56,0.00015374039,
9,RACE_X_SES,51,0.00034362846,
9,RELIGION,18,0.00034988645,
9,SES,33,0.00039714997,
9,SEXUAL_ORIENTATION,13,0.00019662036,
