question_index,category,gain_stereo,gain_anti
16,RELIGION,0.007962704,0.0041199923
16,SES,0.050848424,0.0072306395
16,SEXUAL_ORIENTATION,0.018755674,0.018145025
17,AGE,0.0034552813,0.00054472685
17,DISABILITY_STATUS,0.052681684,0.038666666
17,GENDER_IDENTITY,0.009201884,0.0059984922
17,NATIONALITY,0.007880986,0.00810504
17,PHYSICAL_APPEARANCE,0.01107198,0.008630276
17,RACE_ETHNICITY,0.0006468892,0.0023970008
17,RACE_X_GENDER,0.064067245,0.041094303
17,RACE_X_SES,0.015103877,0.0071324706
17,RELIGION,0.0005556345,0.0012360215
17,SES,0.0020532608,0.002799809
17,SEXUAL_ORIENTATION,-0.0024314523,-0.0024499297
18,AGE,0.013882101,0.008744955
18,DISABILITY_STATUS,0.014204681,0.012140453
18,GENDER_IDENTITY,-0.00151366,-0.0020517707
18,NATIONALITY,0.025374949,0.016761065
18,PHYSICAL_APPEARANCE,0.016318262,0.011058569
18,RACE_ETHNICITY,0.005119562,0.002757728
18,RACE_X_GENDER,0.07060403,0.040136278
18,RACE_X_SES,0.016515851,0.01105994
18,RELIGION,0.015732646,0.0078905225
18,SES,0.010157466,0.001411438
18,SEXUAL_ORIENTATION,0.022284985,0.011788189
19,AGE,-0.0146662,-0.008040965
19,DISABILITY_STATUS,0.010199904,
19,GENDER_IDENTITY,0.004991889,0.004289508
19,NATIONALITY,0.025044918,0.011466503
19,PHYSICAL_APPEARANCE,0.008059859,-0.009883583
19,RACE_ETHNICITY,0.03202349,0.018774569
19,RACE_X_GENDER,0.04888761,0.032511234
19,RACE_X_SES,0.015929997,0.012669146
19,RELIGION,0.0205279,0.010822237
19,SES,-0.0014029145,-0.0005648136
19,SEXUAL_ORIENTATION,0.005036533,0.007070303
2,AGE,0.016574144,0.0075921416
2,DISABILITY_STATUS,0.010789692,0.0056881905
2,GENDER_IDENTITY,0.024372637,0.018877387
2,NATIONALITY,-0.0015557408,-6.568432e-05
2,PHYSICAL_APPEARANCE,0.021282017,0.013729811
2,RACE_ETHNICITY,0.03258735,0.028995275
2,RACE_X_GENDER,0.019618154,0.010614157
2,RACE_X_SES,0.020914435,0.0129496455
2,RELIGION,-0.009842396,-0.00303483
2,SES,0.019331872,0.016195297
2,SEXUAL_ORIENTATION,-0.010642469,-0.0052757263
20,AGE,0.024912894,0.0130672455
20,DISABILITY_STATUS,0.007712364,0.008614063
20,GENDER_IDENTITY,0.036265552,0.012255013
20,NATIONALITY,-0.0036851764,-0.0044380426
20,PHYSICAL_APPEARANCE,0.0105522275,0.0051683784
20,RACE_ETHNICITY,0.04680133,0.032720983
20,RACE_X_GENDER,0.043769836,0.024673343
20,RACE_X_SES,0.008138537,0.0056371093
20,RELIGION,0.009482861,0.008422613
20,SES,0.0033205748,0.0017513633
20,SEXUAL_ORIENTATION,0.045081854,0.020014942
21,AGE,0.004880309,0.0031470656
21,DISABILITY_STATUS,0.033807695,0.021517456
21,GENDER_IDENTITY,0.005739987,0.0059866905
21,NATIONALITY,0.039533377,0.013009965
21,PHYSICAL_APPEARANCE,0.002932489,0.0017511845
21,RACE_ETHNICITY,0.019650519,0.01619947
21,RACE_X_GENDER,0.038372636,0.031016171
21,RACE_X_SES,0.027061045,0.02172786
21,RELIGION,0.03046304,0.012085497
21,SES,0.031674862,0.01646918
21,SEXUAL_ORIENTATION,0.012735665,0.009319305
22,AGE,-0.019153059,-0.008782387
22,DISABILITY_STATUS,0.03906107,0.015187621
22,GENDER_IDENTITY,-0.012531579,-0.011996567
22,NATIONALITY,0.036353827,0.023780406
22,PHYSICAL_APPEARANCE,0.011429429,0.009942412
22,RACE_ETHNICITY,0.01747322,0.008414328
22,RACE_X_GENDER,0.026026428,0.016514838
22,RACE_X_SES,0.03090626,0.01824969
22,RELIGION,-0.0017177463,-0.0053013563
22,SES,0.008185029,0.005570352
22,SEXUAL_ORIENTATION,0.028437614,0.010214984
23,AGE,0.005811751,0.002308309
23,DISABILITY_STATUS,0.03158766,0.032389224
23,GENDER_IDENTITY,-0.010065675,-0.006640792
23,NATIONALITY,0.025850952,0.014238954
23,PHYSICAL_APPEARANCE,-0.007954359,-0.002543211
23,RACE_ETHNICITY,0.02171433,0.01743728
23,RACE_X_GENDER,0.03728795,0.017464757
23,RACE_X_SES,0.031951368,0.021658182
23,RELIGION,0.0052509904,0.0028227568
23,SES,0.011719525,0.008821189
23,SEXUAL_ORIENTATION,0.013524532,0.005637288
24,AGE,0.0027692318,0.0018689632
24,DISABILITY_STATUS,0.0065863132,-0.016768456
24,GENDER_IDENTITY,0.0065989494,0.0069820285
24,NATIONALITY,0.04676205,0.036524832
24,PHYSICAL_APPEARANCE,-0.008716226,-0.005939901
24,RACE_ETHNICITY,0.00681293,0.0053607225
24,RACE_X_GENDER,0.021176338,0.010708034
24,RACE_X_SES,0.033663154,0.021616101
24,RELIGION,0.007839978,0.0017979145
24,SES,0.03388065,0.016294897
24,SEXUAL_ORIENTATION,0.026267529,0.02641803
25,AGE,-0.004889548,-0.0051001906
25,DISABILITY_STATUS,0.0030005574,0.00062578917
25,GENDER_IDENTITY,0.016787112,0.018412828
25,NATIONALITY,-0.008615434,-0.009041548
25,PHYSICAL_APPEARANCE,0.025007963,0.011677027
25,RACE_ETHNICITY,-1.6748905e-05,0.0011387467
25,RACE_X_GENDER,0.026471138,0.018342495
25,RACE_X_SES,0.008161187,0.005537808
25,RELIGION,0.011304438,0.00052565336
25,SES,0.0041691065,0.0037431717
25,SEXUAL_ORIENTATION,0.036664844,0.015308797
26,GENDER_IDENTITY,-0.0043920875,-0.003643334
26,RACE_ETHNICITY,0.0065532327,0.0027157068
26,RACE_X_GENDER,0.007379532,0.0053458214
26,RACE_X_SES,0.013891518,0.008861363
27,GENDER_IDENTITY,0.016123056,0.013342917
27,RACE_ETHNICITY,0.02369535,0.013939321
27,RACE_X_GENDER,0.007948637,0.0046063066
28,GENDER_IDENTITY,0.02584058,0.016227365
28,RACE_ETHNICITY,-0.0035848022,-0.0014562011
28,RACE_X_GENDER,0.03773266,0.028332412
29,GENDER_IDENTITY,0.011518121,0.0065689683
29,RACE_ETHNICITY,-0.008619547,-0.0057168007
29,RACE_X_GENDER,0.036892533,0.022565246
3,AGE,0.03219551,0.024505317
3,DISABILITY_STATUS,0.020771563,0.007568121
3,GENDER_IDENTITY,0.02497667,0.006328225
3,NATIONALITY,0.006064832,0.00015842915
3,PHYSICAL_APPEARANCE,-6.508827e-05,0.00055748224
3,RACE_ETHNICITY,0.04577619,0.026916325
3,RACE_X_GENDER,0.008204222,0.0063201785
3,RACE_X_SES,0.032999873,0.023390055
3,RELIGION,-0.00020802021,-0.0008357167
3,SES,0.0042910576,0.0022441745
3,SEXUAL_ORIENTATION,0.0071131587,0.0010070801
30,GENDER_IDENTITY,0.01709801,0.010848582
30,RACE_ETHNICITY,-0.0067222714,-0.0047701
30,RACE_X_GENDER,0.014923871,0.00890559
31,GENDER_IDENTITY,0.01297456,0.0071006417
31,RACE_ETHNICITY,0.006210029,0.004795432
31,RACE_X_GENDER,0.0143021345,0.008609533
32,GENDER_IDENTITY,0.008339405,0.0031225681
32,RACE_ETHNICITY,0.0050002933,0.0035888553
32,RACE_X_GENDER,0.06320101,0.05116874
33,GENDER_IDENTITY,0.00043332577,-0.0013678074
33,RACE_ETHNICITY,0.0068632364,0.0038598776
33,RACE_X_GENDER,0.057527006,0.03829503
34,GENDER_IDENTITY,0.025597215,0.013991535
34,RACE_ETHNICITY,0.016549826,0.010241747
34,RACE_X_GENDER,0.008908331,0.0025666952
35,GENDER_IDENTITY,0.024566948,0.014305234
35,RACE_ETHNICITY,0.01471293,0.005731106
35,RACE_X_GENDER,0.0304541,0.018087387
36,GENDER_IDENTITY,0.040193617,0.027256548
36,RACE_ETHNICITY,0.018517315,0.013067186
36,RACE_X_GENDER,0.005672097,0.0038448572
37,GENDER_IDENTITY,0.025025785,0.016771019
37,RACE_ETHNICITY,0.0047227144,0.00392133
37,RACE_X_GENDER,0.006677866,0.003111899
38,GENDER_IDENTITY,0.01686734,0.011573613
38,RACE_ETHNICITY,0.0021104813,0.0018171668
38,RACE_X_GENDER,0.014383376,0.00741452
39,GENDER_IDENTITY,0.053509712,0.032688558
39,RACE_ETHNICITY,0.037659883,0.035665393
39,RACE_X_GENDER,0.015165091,0.009388328
4,AGE,0.005163908,0.0018405318
4,DISABILITY_STATUS,0.0013585091,-0.0073085427
4,GENDER_IDENTITY,0.00062960386,0.00032627583
4,NATIONALITY,0.017265558,0.011150897
4,PHYSICAL_APPEARANCE,-0.0016158819,-0.0004852414
4,RACE_ETHNICITY,-0.006779611,-0.0022197962
4,RACE_X_GENDER,0.006082535,0.0033978224
4,RACE_X_SES,0.035841823,0.020394266
4,RELIGION,0.00464648,0.0024942756
4,SES,-0.009023845,-0.0060971975
4,SEXUAL_ORIENTATION,0.013602138,0.012907505
40,GENDER_IDENTITY,0.010024965,0.0056136847
40,RACE_ETHNICITY,0.036715806,0.017013073
40,RACE_X_GENDER,0.028043866,0.016271234
41,GENDER_IDENTITY,0.01705414,0.010574639
41,RACE_ETHNICITY,0.03904724,0.027283013
41,RACE_X_GENDER,0.023454547,0.009034574
42,GENDER_IDENTITY,-0.0019369125,-0.00038659573
42,RACE_ETHNICITY,0.022258341,0.00935787
42,RACE_X_GENDER,0.031930983,0.020782113
43,GENDER_IDENTITY,0.0120308995,0.006128967
43,RACE_ETHNICITY,0.011562288,0.008127272
43,RACE_X_GENDER,0.06742942,0.05493933
44,GENDER_IDENTITY,0.007301748,0.003549993
44,RACE_ETHNICITY,0.032622516,0.026611507
44,RACE_X_GENDER,0.050887764,0.035460293
45,GENDER_IDENTITY,0.025981486,0.014719546
45,RACE_ETHNICITY,0.014056265,0.005130708
46,GENDER_IDENTITY,-0.0038394332,-0.002744913
46,RACE_ETHNICITY,0.0042735934,0.0036575794
47,GENDER_IDENTITY,0.010004938,0.007513225
47,RACE_ETHNICITY,0.041208446,0.0217219
48,GENDER_IDENTITY,0.0069823265,0.004723251
48,RACE_ETHNICITY,0.006345868,0.0048471093
49,GENDER_IDENTITY,0.001642406,0.0019817352
49,RACE_ETHNICITY,0.0017495155,0.0021535754
5,AGE,0.0036958456,0.0024709702
5,DISABILITY_STATUS,0.030836403,0.029839754
5,GENDER_IDENTITY,-0.00049865246,0.00072979927
5,NATIONALITY,0.009838104,0.0036386251
5,PHYSICAL_APPEARANCE,-0.017840087,-0.011965215
5,RACE_ETHNICITY,-0.0037042499,-0.0027645826
5,RACE_X_GENDER,0.014771104,0.012327492
5,RACE_X_SES,0.028713286,0.017077863
5,RELIGION,-0.009489834,-0.0057260394
5,SES,0.00028514862,0.0014864802
5,SEXUAL_ORIENTATION,0.001961112,9.3877316e-05
50,GENDER_IDENTITY,-0.0011619925,-0.0007084608
50,RACE_ETHNICITY,0.007897794,0.0037751794
6,AGE,-0.0024597645,-0.0006958246
6,DISABILITY_STATUS,0.020017505,0.011047602
6,GENDER_IDENTITY,0.004164338,0.004462719
6,NATIONALITY,0.010444045,0.007591963
6,PHYSICAL_APPEARANCE,-0.006939411,-0.00042688847
6,RACE_ETHNICITY,-0.0015506148,-0.001583159
6,RACE_X_GENDER,0.0149665475,0.008812606
6,RACE_X_SES,0.025268316,0.013429105
6,RELIGION,0.04515022,0.034549117
6,SES,0.017161012,0.012168705
6,SEXUAL_ORIENTATION,0.00240767,-0.0023450255
7,AGE,0.015657961,0.005428612
7,DISABILITY_STATUS,0.0035009384,0.007720828
7,GENDER_IDENTITY,-0.0075351,-0.0033041835
7,NATIONALITY,0.08887744,0.07528132
7,PHYSICAL_APPEARANCE,0.011295319,0.007293761
7,RACE_ETHNICITY,0.0028817058,0.004285991
7,RACE_X_GENDER,0.014445841,0.010669887
7,RACE_X_SES,-0.0012796521,-0.0014347434
7,RELIGION,-0.00041770935,-0.0022020936
7,SES,0.008503199,0.0037029386
7,SEXUAL_ORIENTATION,0.006288171,-0.0016205311
8,AGE,-0.008318543,-0.0049639344
8,DISABILITY_STATUS,0.0109939575,0.008743584
8,GENDER_IDENTITY,0.008616269,0.010136545
8,NATIONALITY,0.0026742816,0.0013887882
8,PHYSICAL_APPEARANCE,0.02423048,0.022203088
8,RACE_ETHNICITY,0.0041157007,0.00045651197
8,RACE_X_GENDER,0.010251403,0.0061268806
8,RACE_X_SES,0.0029863715,0.0022001863
8,RELIGION,0.0018024445,-0.0009458065
8,SES,0.0042603016,0.0031856298
8,SEXUAL_ORIENTATION,0.0044097304,0.00057059526
9,AGE,0.005761206,0.004708588
9,DISABILITY_STATUS,0.025599003,0.013002932
9,GENDER_IDENTITY,-0.009916425,-0.039218962
9,NATIONALITY,0.0077388287,0.0066540837
9,PHYSICAL_APPEARANCE,0.0040647984,-0.004676938
9,RACE_ETHNICITY,0.024539411,0.0124307275
9,RACE_X_GENDER,0.008410573,0.0068350434
9,RACE_X_SES,0.018262804,0.011455119
9,RELIGION,0.041757166,0.026858747
9,SES,0.018875003,0.0046775937
9,SEXUAL_ORIENTATION,0.017210066,0.0056453943
