model_name,category,question_polarity,context_condition_3,sim_mean,sim_std,n
Qwen/Qwen3-Embedding-4B,NATIONALITY,NONNEG,DISAMBIG_STEREO,0.47692040336596503,0.06941584109491404,1155
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NEG,AMBIG,0.5437965827746641,0.06424541509443908,1182
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NEG,DISAMBIG_ANTI,0.5379219796666344,0.06203444607096265,543
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NEG,DISAMBIG_STEREO,0.5487886116444971,0.06570236179349247,639
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NONNEG,AMBIG,0.49379325538318974,0.06361173398691138,1182
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_ANTI,0.49752975547511274,0.06923551808308383,543
Qwen/Qwen3-Embedding-4B,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_STEREO,0.49061810308032566,0.05827630627507176,639
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NEG,AMBIG,0.46665130986492764,0.06380118308062689,5160
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NEG,DISAMBIG_ANTI,0.4663793880001519,0.06361694333049481,2580
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NEG,DISAMBIG_STEREO,0.4669232315679853,0.06399607001401282,2580
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NONNEG,AMBIG,0.47811154172170994,0.05497498742524829,5160
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NONNEG,DISAMBIG_ANTI,0.4779192594941272,0.055170720260856426,2580
Qwen/Qwen3-Embedding-4B,RACE_ETHNICITY,NONNEG,DISAMBIG_STEREO,0.47830382237831753,0.05478857583404413,2580
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NEG,AMBIG,0.5017114476576983,0.06930830006884656,11970
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NEG,DISAMBIG_ANTI,0.5020661338206276,0.0692668623971169,5976
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NEG,DISAMBIG_STEREO,0.5013578222429987,0.06935356055059516,5994
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NONNEG,AMBIG,0.49339254336398947,0.055881933738674096,11970
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NONNEG,DISAMBIG_ANTI,0.4937552235860981,0.055751059962876055,5976
Qwen/Qwen3-Embedding-4B,RACE_X_GENDER,NONNEG,DISAMBIG_STEREO,0.4930309507104608,0.05601442182659077,5994
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NEG,AMBIG,0.4498505333382881,0.06632231185897218,8370
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NEG,DISAMBIG_ANTI,0.44982471104306276,0.06640648996384749,4185
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NEG,DISAMBIG_STEREO,0.4498763565236665,0.06624595371598183,4185
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NONNEG,AMBIG,0.45448152378041257,0.0668118631780758,8370
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NONNEG,DISAMBIG_ANTI,0.45456285800700263,0.06669046607211587,4185
Qwen/Qwen3-Embedding-4B,RACE_X_SES,NONNEG,DISAMBIG_STEREO,0.45440018622821093,0.06694091135700415,4185
Qwen/Qwen3-Embedding-4B,RELIGION,NEG,AMBIG,0.48073978145917257,0.07314596793856364,900
Qwen/Qwen3-Embedding-4B,RELIGION,NEG,DISAMBIG_ANTI,0.48187988460063935,0.07257107490973727,450
Qwen/Qwen3-Embedding-4B,RELIGION,NEG,DISAMBIG_STEREO,0.4795996831523048,0.07377949577356142,450
Qwen/Qwen3-Embedding-4B,RELIGION,NONNEG,AMBIG,0.4779415081275834,0.07870609166182913,900
Qwen/Qwen3-Embedding-4B,RELIGION,NONNEG,DISAMBIG_ANTI,0.4787732798523373,0.07848198173381964,450
Qwen/Qwen3-Embedding-4B,RELIGION,NONNEG,DISAMBIG_STEREO,0.4771097378598319,0.07900814535043175,450
Qwen/Qwen3-Embedding-4B,SES,NEG,AMBIG,0.4868094058187784,0.053105717656140215,5148
Qwen/Qwen3-Embedding-4B,SES,NEG,DISAMBIG_ANTI,0.4866427597781969,0.05206262477058631,2520
Qwen/Qwen3-Embedding-4B,SES,NEG,DISAMBIG_STEREO,0.4869692035280225,0.054096477563335695,2628
Qwen/Qwen3-Embedding-4B,SES,NONNEG,AMBIG,0.4747548113463457,0.05018781430698081,5148
Qwen/Qwen3-Embedding-4B,SES,NONNEG,DISAMBIG_ANTI,0.474444454872892,0.04743095170235763,2520
Qwen/Qwen3-Embedding-4B,SES,NONNEG,DISAMBIG_STEREO,0.4750524146916115,0.052703434829762356,2628
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NEG,AMBIG,0.5095541121691097,0.08605693492228261,648
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NEG,DISAMBIG_ANTI,0.5092689667218997,0.08703388225841302,324
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NEG,DISAMBIG_STEREO,0.5098392541209856,0.08520247574464164,324
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NONNEG,AMBIG,0.5126877314882514,0.07380822289036033,648
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_ANTI,0.5127120403411948,0.07410060214152057,324
Qwen/Qwen3-Embedding-4B,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_STEREO,0.5126634230952204,0.07362929403453494,324
google/embeddinggemma-300m,AGE,NEG,AMBIG,0.3774818242572464,0.06019953636377158,2760
google/embeddinggemma-300m,AGE,NEG,DISAMBIG_ANTI,0.37735855075144925,0.059638313860430836,1380
google/embeddinggemma-300m,AGE,NEG,DISAMBIG_STEREO,0.37760509879275367,0.0607769481933269,1380
google/embeddinggemma-300m,AGE,NONNEG,AMBIG,0.37156061157318837,0.05956966967756809,2760
google/embeddinggemma-300m,AGE,NONNEG,DISAMBIG_ANTI,0.37171438434057974,0.05949104538345229,1380
google/embeddinggemma-300m,AGE,NONNEG,DISAMBIG_STEREO,0.37140684051449274,0.059669360484555414,1380
google/embeddinggemma-300m,DISABILITY_STATUS,NEG,AMBIG,0.40000166090231365,0.05825925256431695,1167
google/embeddinggemma-300m,DISABILITY_STATUS,NEG,DISAMBIG_ANTI,0.3993995284461806,0.05855827126326229,576
google/embeddinggemma-300m,DISABILITY_STATUS,NEG,DISAMBIG_STEREO,0.4005885109458545,0.05800992854255025,591
google/embeddinggemma-300m,DISABILITY_STATUS,NONNEG,AMBIG,0.38660407338303343,0.06065967093862798,1167
google/embeddinggemma-300m,DISABILITY_STATUS,NONNEG,DISAMBIG_ANTI,0.38566777962152776,0.0613564967110738,576
google/embeddinggemma-300m,DISABILITY_STATUS,NONNEG,DISAMBIG_STEREO,0.38751660238917085,0.0600106663588674,591
google/embeddinggemma-300m,GENDER_IDENTITY,NEG,AMBIG,0.37400203860366715,0.05089104707263664,4254
google/embeddinggemma-300m,GENDER_IDENTITY,NEG,DISAMBIG,0.468577524,0.038864264010569284,3
google/embeddinggemma-300m,GENDER_IDENTITY,NEG,DISAMBIG_ANTI,0.3739686223877934,0.051156466206906184,2130
google/embeddinggemma-300m,GENDER_IDENTITY,NEG,DISAMBIG_STEREO,0.3739018265289958,0.050532082857276145,2121
google/embeddinggemma-300m,GENDER_IDENTITY,NONNEG,AMBIG,0.37657923237376584,0.0515583227872263,4254
google/embeddinggemma-300m,GENDER_IDENTITY,NONNEG,DISAMBIG,0.4431399371111111,0.029521910808254417,9
google/embeddinggemma-300m,GENDER_IDENTITY,NONNEG,DISAMBIG_ANTI,0.37660485491148776,0.05168947765339664,2124
google/embeddinggemma-300m,GENDER_IDENTITY,NONNEG,DISAMBIG_STEREO,0.37627113814097124,0.051332704992577964,2121
google/embeddinggemma-300m,NATIONALITY,NEG,AMBIG,0.37856898776060605,0.08429196088737269,2310
google/embeddinggemma-300m,NATIONALITY,NEG,DISAMBIG_ANTI,0.3777574520138528,0.08447913337231061,1155
google/embeddinggemma-300m,NATIONALITY,NEG,DISAMBIG_STEREO,0.37938052341731604,0.08413313185788811,1155
google/embeddinggemma-300m,NATIONALITY,NONNEG,AMBIG,0.3734808824077922,0.07881681083339562,2310
google/embeddinggemma-300m,NATIONALITY,NONNEG,DISAMBIG_ANTI,0.3729015386510822,0.07870859864617483,1155
google/embeddinggemma-300m,NATIONALITY,NONNEG,DISAMBIG_STEREO,0.3740602267844156,0.07895471700993445,1155
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NEG,AMBIG,0.4105913914915398,0.055830091691109404,1182
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NEG,DISAMBIG_ANTI,0.41373649636279924,0.055851453239804165,543
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NEG,DISAMBIG_STEREO,0.4079187906040689,0.05571611301022674,639
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NONNEG,AMBIG,0.40053621558375635,0.059805977271959486,1182
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_ANTI,0.40782031652302025,0.06149511676261196,543
google/embeddinggemma-300m,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_STEREO,0.394346439629108,0.05766078390664801,639
google/embeddinggemma-300m,RACE_ETHNICITY,NEG,AMBIG,0.35458608371589145,0.05859252804793362,5160
google/embeddinggemma-300m,RACE_ETHNICITY,NEG,DISAMBIG_ANTI,0.35457189738139533,0.0583716639038884,2580
google/embeddinggemma-300m,RACE_ETHNICITY,NEG,DISAMBIG_STEREO,0.35460026985155035,0.058823875558813715,2580
google/embeddinggemma-300m,RACE_ETHNICITY,NONNEG,AMBIG,0.3429370045920543,0.06256734678103251,5160
google/embeddinggemma-300m,RACE_ETHNICITY,NONNEG,DISAMBIG_ANTI,0.3430169447875969,0.06274107516896646,2580
google/embeddinggemma-300m,RACE_ETHNICITY,NONNEG,DISAMBIG_STEREO,0.34285706495658913,0.06240519518403328,2580
google/embeddinggemma-300m,RACE_X_GENDER,NEG,AMBIG,0.34401645843542183,0.05763324420922636,11970
google/embeddinggemma-300m,RACE_X_GENDER,NEG,DISAMBIG_ANTI,0.3437674716092704,0.05768309597477409,5976
google/embeddinggemma-300m,RACE_X_GENDER,NEG,DISAMBIG_STEREO,0.3442646979067401,0.05758723960063135,5994
google/embeddinggemma-300m,RACE_X_GENDER,NONNEG,AMBIG,0.3299043060065998,0.05720075740084307,11970
google/embeddinggemma-300m,RACE_X_GENDER,NONNEG,DISAMBIG_ANTI,0.32963895310107094,0.05722768745670981,5976
google/embeddinggemma-300m,RACE_X_GENDER,NONNEG,DISAMBIG_STEREO,0.3301688613728729,0.05717744390824905,5994
google/embeddinggemma-300m,RACE_X_SES,NEG,AMBIG,0.3365353426808841,0.0647306047846917,8370
google/embeddinggemma-300m,RACE_X_SES,NEG,DISAMBIG_ANTI,0.3366956546829152,0.06501024660529613,4185
google/embeddinggemma-300m,RACE_X_SES,NEG,DISAMBIG_STEREO,0.336375030265233,0.06445711938313388,4185
google/embeddinggemma-300m,RACE_X_SES,NONNEG,AMBIG,0.3487926750107527,0.06494466688555388,8370
google/embeddinggemma-300m,RACE_X_SES,NONNEG,DISAMBIG_ANTI,0.34900429388219834,0.06494975706880472,4185
google/embeddinggemma-300m,RACE_X_SES,NONNEG,DISAMBIG_STEREO,0.34858105740430106,0.06494664826000743,4185
google/embeddinggemma-300m,RELIGION,NEG,AMBIG,0.39302608249777776,0.06910562366926173,900
google/embeddinggemma-300m,RELIGION,NEG,DISAMBIG_ANTI,0.39348918464,0.06915944512810464,450
google/embeddinggemma-300m,RELIGION,NEG,DISAMBIG_STEREO,0.39256297949333335,0.06912562307391129,450
google/embeddinggemma-300m,RELIGION,NONNEG,AMBIG,0.3830325496622222,0.07928459806114596,900
google/embeddinggemma-300m,RELIGION,NONNEG,DISAMBIG_ANTI,0.38368237110000003,0.07946216261987696,450
google/embeddinggemma-300m,RELIGION,NONNEG,DISAMBIG_STEREO,0.3823827261,0.07918973159550478,450
google/embeddinggemma-300m,SES,NEG,AMBIG,0.39776144548815073,0.053783027188793894,5148
google/embeddinggemma-300m,SES,NEG,DISAMBIG_ANTI,0.39615010703015874,0.05205940197180654,2520
google/embeddinggemma-300m,SES,NEG,DISAMBIG_STEREO,0.3993065650643074,0.0553513206775861,2628
google/embeddinggemma-300m,SES,NONNEG,AMBIG,0.3967380380336053,0.06059325655420166,5148
google/embeddinggemma-300m,SES,NONNEG,DISAMBIG_ANTI,0.3945732037619048,0.05822397693267723,2520
google/embeddinggemma-300m,SES,NONNEG,DISAMBIG_STEREO,0.39881390626217655,0.06272217972795534,2628
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NEG,AMBIG,0.4271313561697531,0.08161737140860183,648
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NEG,DISAMBIG_ANTI,0.4268487504722222,0.08049087319642581,324
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NEG,DISAMBIG_STEREO,0.4274139584660494,0.08285211807257731,324
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NONNEG,AMBIG,0.43064117251697526,0.08552097755070953,648
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_ANTI,0.43022485959567897,0.08502496727606444,324
google/embeddinggemma-300m,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_STEREO,0.43105748590740744,0.08614363502426609,324
ibm-granite/granite-embedding-small-english-r2,AGE,NEG,AMBIG,0.7613965843466745,0.018916349700830976,2760
ibm-granite/granite-embedding-small-english-r2,AGE,NEG,DISAMBIG_ANTI,0.7615360352872075,0.01900866015060039,1380
ibm-granite/granite-embedding-small-english-r2,AGE,NEG,DISAMBIG_STEREO,0.7612571332333744,0.018829443309755323,1380
ibm-granite/granite-embedding-small-english-r2,AGE,NONNEG,AMBIG,0.7558363614738851,0.01899960694712867,2760
ibm-granite/granite-embedding-small-english-r2,AGE,NONNEG,DISAMBIG_ANTI,0.7560003506100696,0.01906951054944121,1380
ibm-granite/granite-embedding-small-english-r2,AGE,NONNEG,DISAMBIG_STEREO,0.7556723716466324,0.018934936023987162,1380
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NEG,AMBIG,0.7589910729072394,0.023856689876129336,1167
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NEG,DISAMBIG_ANTI,0.7595844083569117,0.02435686037897933,576
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NEG,DISAMBIG_STEREO,0.7584127968337935,0.023365053813059835,591
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NONNEG,AMBIG,0.7550103749693615,0.022833771542582777,1167
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NONNEG,DISAMBIG_ANTI,0.7553875212454133,0.02305791259880065,576
ibm-granite/granite-embedding-small-english-r2,DISABILITY_STATUS,NONNEG,DISAMBIG_STEREO,0.754642801337234,0.02262666220718061,591
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NEG,AMBIG,0.7412482757466357,0.024252983409005335,4254
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NEG,DISAMBIG,0.7629320621490479,0.0033037828201395777,3
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NEG,DISAMBIG_ANTI,0.7413527812196615,0.024424549368607353,2130
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NEG,DISAMBIG_STEREO,0.7411126566349139,0.02408786411898776,2121
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NONNEG,AMBIG,0.7412118668224422,0.022863523334874996,4254
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NONNEG,DISAMBIG,0.7572445405854119,0.013434441202284273,9
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NONNEG,DISAMBIG_ANTI,0.7412939349473533,0.02294215983307802,2124
ibm-granite/granite-embedding-small-english-r2,GENDER_IDENTITY,NONNEG,DISAMBIG_STEREO,0.7410616501498368,0.022799072521630884,2121
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NEG,AMBIG,0.7521931180964301,0.03060437938334827,2310
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NEG,DISAMBIG_ANTI,0.7524444692578667,0.03037994198719995,1155
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NEG,DISAMBIG_STEREO,0.7519417673994453,0.030838296299189282,1155
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NONNEG,AMBIG,0.7539753309059969,0.03361413064436717,2310
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NONNEG,DISAMBIG_ANTI,0.7540410363828981,0.03351613599270943,1155
ibm-granite/granite-embedding-small-english-r2,NATIONALITY,NONNEG,DISAMBIG_STEREO,0.7539096266676337,0.03372623038740629,1155
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NEG,AMBIG,0.7687547515491544,0.02684791933327003,1182
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NEG,DISAMBIG_ANTI,0.7709835526253856,0.0278721334403667,543
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NEG,DISAMBIG_STEREO,0.7668607957859368,0.025816818459610626,639
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NONNEG,AMBIG,0.7598784273449338,0.027757361646360425,1182
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_ANTI,0.7624825753998801,0.029842848382861813,543
ibm-granite/granite-embedding-small-english-r2,PHYSICAL_APPEARANCE,NONNEG,DISAMBIG_STEREO,0.7576655141997598,0.025670079875626754,639
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NEG,AMBIG,0.7339610639584156,0.02678932862346807,5160
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NEG,DISAMBIG_ANTI,0.7340823135865752,0.027050378621769667,2580
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NEG,DISAMBIG_STEREO,0.7338398132213326,0.02653040065168888,2580
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NONNEG,AMBIG,0.7323818332811659,0.02696461061173645,5160
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NONNEG,DISAMBIG_ANTI,0.7324566099301789,0.02708889484452671,2580
ibm-granite/granite-embedding-small-english-r2,RACE_ETHNICITY,NONNEG,DISAMBIG_STEREO,0.7323070576948713,0.026844794752566393,2580
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NEG,AMBIG,0.7281074827625638,0.025127609688098133,11970
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NEG,DISAMBIG_ANTI,0.7281493109911481,0.02520160804537376,5976
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NEG,DISAMBIG_STEREO,0.7280657805917579,0.025055648288901673,5994
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NONNEG,AMBIG,0.7258202701184584,0.025666971832931988,11970
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NONNEG,DISAMBIG_ANTI,0.7259186879598313,0.025843852653328787,5976
ibm-granite/granite-embedding-small-english-r2,RACE_X_GENDER,NONNEG,DISAMBIG_STEREO,0.7257221476372219,0.025491177934701896,5994
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NEG,AMBIG,0.7382737334911114,0.025419111901833966,8370
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NEG,DISAMBIG_ANTI,0.7382863823515825,0.025420261638397525,4185
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NEG,DISAMBIG_STEREO,0.7382610840609424,0.025420994088542523,4185
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NONNEG,AMBIG,0.7440265774726867,0.022327433179469544,8370
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NONNEG,DISAMBIG_ANTI,0.7440331762694401,0.022298413762275617,4185
ibm-granite/granite-embedding-small-english-r2,RACE_X_SES,NONNEG,DISAMBIG_STEREO,0.7440199777786592,0.022359077335616626,4185
ibm-granite/granite-embedding-small-english-r2,RELIGION,NEG,AMBIG,0.7562187373638153,0.029004484991481273,900
ibm-granite/granite-embedding-small-english-r2,RELIGION,NEG,DISAMBIG_ANTI,0.7563351809978485,0.028968018283766557,450
ibm-granite/granite-embedding-small-english-r2,RELIGION,NEG,DISAMBIG_STEREO,0.7561022935973274,0.029072677990918908,450
ibm-granite/granite-embedding-small-english-r2,RELIGION,NONNEG,AMBIG,0.7534851932525635,0.028181852113317526,900
ibm-granite/granite-embedding-small-english-r2,RELIGION,NONNEG,DISAMBIG_ANTI,0.7538312413957384,0.028354575446991874,450
ibm-granite/granite-embedding-small-english-r2,RELIGION,NONNEG,DISAMBIG_STEREO,0.7531391474935744,0.028035345403954463,450
ibm-granite/granite-embedding-small-english-r2,SES,NEG,AMBIG,0.7551918049468119,0.023841453279035123,5148
ibm-granite/granite-embedding-small-english-r2,SES,NEG,DISAMBIG_ANTI,0.7543704538591325,0.022920413489791753,2520
ibm-granite/granite-embedding-small-english-r2,SES,NEG,DISAMBIG_STEREO,0.7559794017441197,0.024671086426719595,2628
ibm-granite/granite-embedding-small-english-r2,SES,NONNEG,AMBIG,0.7523224340243773,0.02352774483113054,5148
ibm-granite/granite-embedding-small-english-r2,SES,NONNEG,DISAMBIG_ANTI,0.7512420493458944,0.021117730549627227,2520
ibm-granite/granite-embedding-small-english-r2,SES,NONNEG,DISAMBIG_STEREO,0.7533584198768462,0.025587983655233657,2628
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NEG,AMBIG,0.7701826205960026,0.03447534947761613,648
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NEG,DISAMBIG_ANTI,0.7702060959957264,0.03448377686715633,324
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NEG,DISAMBIG_STEREO,0.7701591446443841,0.03452024280434798,324
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NONNEG,AMBIG,0.7668926057256298,0.03731829347776465,648
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_ANTI,0.7668167917448797,0.037420616999158975,324
ibm-granite/granite-embedding-small-english-r2,SEXUAL_ORIENTATION,NONNEG,DISAMBIG_STEREO,0.7669684220979243,0.03727341849265966,324
